label,media,std,p10,p50,p90
hora:intra_val,0.05224324366496994,0.0016673693073048974,0.050202559139313374,0.05189509493202282,0.05464724616379559
hora:intra_syn,0.05339483262445472,4.350445874126642e-05,0.053348399047144585,0.053390882343436565,0.05345742477104616
hora:cross,0.05266833694463439,0.0013619402720966463,0.05067896129419092,0.053082462673445255,0.05439893328107667
