od,hora_do_dia,dia_da_semana,n_viagens
tribeca/civic center-windsor terrace,13,5,1
tribeca/civic center-woodhaven,13,3,1
tribeca/civic center-woodhaven,17,5,1
tribeca/civic center-woodlawn/wakefield,10,4,1
tribeca/civic center-woodside,0,2,1
tribeca/civic center-woodside,18,2,1
tribeca/civic center-woodside,0,4,1
tribeca/civic center-world trade center,0,0,1
tribeca/civic center-world trade center,1,0,1
tribeca/civic center-world trade center,7,0,3
tribeca/civic center-world trade center,9,0,1
tribeca/civic center-world trade center,10,0,7
tribeca/civic center-world trade center,11,0,3
tribeca/civic center-world trade center,12,0,4
tribeca/civic center-world trade center,13,0,6
tribeca/civic center-world trade center,15,0,5
tribeca/civic center-world trade center,17,0,6
tribeca/civic center-world trade center,18,0,6
tribeca/civic center-world trade center,19,0,3
tribeca/civic center-world trade center,20,0,4
tribeca/civic center-world trade center,21,0,1
tribeca/civic center-world trade center,22,0,4
tribeca/civic center-world trade center,23,0,1
tribeca/civic center-world trade center,1,1,1
tribeca/civic center-world trade center,8,1,1
tribeca/civic center-world trade center,9,1,5
tribeca/civic center-world trade center,10,1,1
tribeca/civic center-world trade center,11,1,3
tribeca/civic center-world trade center,12,1,6
tribeca/civic center-world trade center,13,1,5
tribeca/civic center-world trade center,14,1,4
tribeca/civic center-world trade center,15,1,5
tribeca/civic center-world trade center,16,1,5
tribeca/civic center-world trade center,17,1,9
tribeca/civic center-world trade center,18,1,5
tribeca/civic center-world trade center,19,1,2
tribeca/civic center-world trade center,20,1,4
tribeca/civic center-world trade center,21,1,9
tribeca/civic center-world trade center,22,1,2
tribeca/civic center-world trade center,23,1,5
tribeca/civic center-world trade center,0,2,2
tribeca/civic center-world trade center,2,2,1
tribeca/civic center-world trade center,4,2,1
tribeca/civic center-world trade center,7,2,2
tribeca/civic center-world trade center,8,2,2
tribeca/civic center-world trade center,9,2,2
tribeca/civic center-world trade center,10,2,7
tribeca/civic center-world trade center,11,2,4
tribeca/civic center-world trade center,12,2,3
tribeca/civic center-world trade center,13,2,3
tribeca/civic center-world trade center,14,2,11
tribeca/civic center-world trade center,15,2,3
tribeca/civic center-world trade center,16,2,3
tribeca/civic center-world trade center,17,2,5
tribeca/civic center-world trade center,18,2,7
tribeca/civic center-world trade center,19,2,2
tribeca/civic center-world trade center,20,2,3
tribeca/civic center-world trade center,21,2,10
tribeca/civic center-world trade center,22,2,15
tribeca/civic center-world trade center,23,2,6
tribeca/civic center-world trade center,0,3,3
tribeca/civic center-world trade center,1,3,3
tribeca/civic center-world trade center,2,3,2
tribeca/civic center-world trade center,3,3,1
tribeca/civic center-world trade center,4,3,1
tribeca/civic center-world trade center,6,3,1
tribeca/civic center-world trade center,7,3,1
tribeca/civic center-world trade center,8,3,4
tribeca/civic center-world trade center,9,3,3
tribeca/civic center-world trade center,10,3,3
tribeca/civic center-world trade center,11,3,6
tribeca/civic center-world trade center,12,3,7
tribeca/civic center-world trade center,13,3,2
tribeca/civic center-world trade center,14,3,5
tribeca/civic center-world trade center,15,3,4
tribeca/civic center-world trade center,16,3,4
tribeca/civic center-world trade center,17,3,8
tribeca/civic center-world trade center,19,3,2
tribeca/civic center-world trade center,20,3,3
tribeca/civic center-world trade center,21,3,5
tribeca/civic center-world trade center,22,3,3
tribeca/civic center-world trade center,23,3,5
tribeca/civic center-world trade center,0,4,1
tribeca/civic center-world trade center,1,4,4
tribeca/civic center-world trade center,2,4,1
tribeca/civic center-world trade center,3,4,1
tribeca/civic center-world trade center,7,4,1
tribeca/civic center-world trade center,9,4,2
tribeca/civic center-world trade center,10,4,3
tribeca/civic center-world trade center,11,4,5
tribeca/civic center-world trade center,12,4,1
tribeca/civic center-world trade center,13,4,3
tribeca/civic center-world trade center,14,4,5
tribeca/civic center-world trade center,15,4,5
tribeca/civic center-world trade center,16,4,6
tribeca/civic center-world trade center,17,4,5
tribeca/civic center-world trade center,18,4,5
tribeca/civic center-world trade center,19,4,6
tribeca/civic center-world trade center,20,4,2
tribeca/civic center-world trade center,21,4,4
tribeca/civic center-world trade center,22,4,6
tribeca/civic center-world trade center,23,4,11
tribeca/civic center-world trade center,0,5,3
tribeca/civic center-world trade center,1,5,4
tribeca/civic center-world trade center,2,5,3
tribeca/civic center-world trade center,3,5,3
tribeca/civic center-world trade center,4,5,1
tribeca/civic center-world trade center,6,5,1
tribeca/civic center-world trade center,8,5,1
tribeca/civic center-world trade center,10,5,1
tribeca/civic center-world trade center,11,5,1
tribeca/civic center-world trade center,12,5,2
tribeca/civic center-world trade center,13,5,5
tribeca/civic center-world trade center,14,5,3
tribeca/civic center-world trade center,15,5,5
tribeca/civic center-world trade center,16,5,6
tribeca/civic center-world trade center,17,5,6
tribeca/civic center-world trade center,18,5,5
tribeca/civic center-world trade center,19,5,2
tribeca/civic center-world trade center,20,5,2
tribeca/civic center-world trade center,21,5,4
tribeca/civic center-world trade center,22,5,4
tribeca/civic center-world trade center,23,5,7
tribeca/civic center-yorkville east,5,0,1
tribeca/civic center-yorkville east,9,0,1
tribeca/civic center-yorkville east,12,0,2
tribeca/civic center-yorkville east,13,0,1
tribeca/civic center-yorkville east,14,0,2
tribeca/civic center-yorkville east,17,0,1
tribeca/civic center-yorkville east,18,0,1
tribeca/civic center-yorkville east,20,0,1
tribeca/civic center-yorkville east,21,0,5
tribeca/civic center-yorkville east,22,0,3
tribeca/civic center-yorkville east,23,0,2
tribeca/civic center-yorkville east,0,1,1
tribeca/civic center-yorkville east,9,1,1
tribeca/civic center-yorkville east,12,1,1
tribeca/civic center-yorkville east,14,1,1
tribeca/civic center-yorkville east,15,1,1
tribeca/civic center-yorkville east,16,1,1
tribeca/civic center-yorkville east,17,1,1
tribeca/civic center-yorkville east,18,1,2
tribeca/civic center-yorkville east,19,1,4
tribeca/civic center-yorkville east,20,1,4
tribeca/civic center-yorkville east,21,1,5
tribeca/civic center-yorkville east,22,1,4
tribeca/civic center-yorkville east,0,2,3
tribeca/civic center-yorkville east,2,2,1
tribeca/civic center-yorkville east,12,2,1
tribeca/civic center-yorkville east,14,2,1
tribeca/civic center-yorkville east,17,2,3
tribeca/civic center-yorkville east,18,2,1
tribeca/civic center-yorkville east,19,2,2
tribeca/civic center-yorkville east,20,2,5
tribeca/civic center-yorkville east,21,2,4
tribeca/civic center-yorkville east,22,2,3
tribeca/civic center-yorkville east,0,3,1
tribeca/civic center-yorkville east,2,3,1
tribeca/civic center-yorkville east,12,3,1
tribeca/civic center-yorkville east,13,3,2
tribeca/civic center-yorkville east,18,3,1
tribeca/civic center-yorkville east,20,3,1
tribeca/civic center-yorkville east,21,3,2
tribeca/civic center-yorkville east,22,3,4
tribeca/civic center-yorkville east,23,3,4
tribeca/civic center-yorkville east,0,4,1
tribeca/civic center-yorkville east,7,4,1
tribeca/civic center-yorkville east,12,4,1
tribeca/civic center-yorkville east,13,4,1
tribeca/civic center-yorkville east,14,4,3
tribeca/civic center-yorkville east,15,4,4
tribeca/civic center-yorkville east,16,4,2
tribeca/civic center-yorkville east,17,4,1
tribeca/civic center-yorkville east,19,4,1
tribeca/civic center-yorkville east,20,4,1
tribeca/civic center-yorkville east,21,4,2
tribeca/civic center-yorkville east,22,4,2
tribeca/civic center-yorkville east,23,4,6
tribeca/civic center-yorkville east,0,5,2
tribeca/civic center-yorkville east,1,5,4
tribeca/civic center-yorkville east,11,5,1
tribeca/civic center-yorkville east,12,5,1
tribeca/civic center-yorkville east,13,5,1
tribeca/civic center-yorkville east,19,5,2
tribeca/civic center-yorkville east,20,5,3
tribeca/civic center-yorkville east,21,5,2
tribeca/civic center-yorkville east,22,5,4
tribeca/civic center-yorkville east,23,5,2
tribeca/civic center-yorkville west,8,0,1
tribeca/civic center-yorkville west,13,0,1
tribeca/civic center-yorkville west,14,0,1
tribeca/civic center-yorkville west,16,0,1
tribeca/civic center-yorkville west,17,0,1
tribeca/civic center-yorkville west,18,0,1
tribeca/civic center-yorkville west,19,0,1
tribeca/civic center-yorkville west,20,0,5
tribeca/civic center-yorkville west,21,0,3
tribeca/civic center-yorkville west,22,0,5
tribeca/civic center-yorkville west,23,0,1
tribeca/civic center-yorkville west,0,1,1
tribeca/civic center-yorkville west,6,1,1
tribeca/civic center-yorkville west,9,1,1
tribeca/civic center-yorkville west,12,1,1
tribeca/civic center-yorkville west,14,1,1
tribeca/civic center-yorkville west,15,1,1
tribeca/civic center-yorkville west,17,1,4
tribeca/civic center-yorkville west,18,1,7
tribeca/civic center-yorkville west,19,1,4
tribeca/civic center-yorkville west,20,1,4
tribeca/civic center-yorkville west,21,1,13
tribeca/civic center-yorkville west,22,1,4
tribeca/civic center-yorkville west,23,1,1
tribeca/civic center-yorkville west,1,2,2
tribeca/civic center-yorkville west,8,2,1
tribeca/civic center-yorkville west,11,2,1
tribeca/civic center-yorkville west,12,2,3
tribeca/civic center-yorkville west,13,2,1
tribeca/civic center-yorkville west,16,2,2
tribeca/civic center-yorkville west,17,2,3
tribeca/civic center-yorkville west,18,2,2
tribeca/civic center-yorkville west,19,2,4
tribeca/civic center-yorkville west,20,2,6
tribeca/civic center-yorkville west,21,2,8
tribeca/civic center-yorkville west,22,2,4
tribeca/civic center-yorkville west,23,2,4
tribeca/civic center-yorkville west,0,3,3
tribeca/civic center-yorkville west,1,3,1
tribeca/civic center-yorkville west,3,3,1
tribeca/civic center-yorkville west,7,3,1
tribeca/civic center-yorkville west,10,3,1
tribeca/civic center-yorkville west,11,3,1
tribeca/civic center-yorkville west,14,3,2
tribeca/civic center-yorkville west,15,3,2
tribeca/civic center-yorkville west,16,3,1
tribeca/civic center-yorkville west,17,3,2
tribeca/civic center-yorkville west,18,3,2
tribeca/civic center-yorkville west,19,3,1
tribeca/civic center-yorkville west,20,3,3
tribeca/civic center-yorkville west,21,3,10
tribeca/civic center-yorkville west,22,3,12
tribeca/civic center-yorkville west,23,3,3
tribeca/civic center-yorkville west,0,4,2
tribeca/civic center-yorkville west,1,4,3
tribeca/civic center-yorkville west,2,4,3
tribeca/civic center-yorkville west,3,4,1
tribeca/civic center-yorkville west,4,4,1
tribeca/civic center-yorkville west,10,4,1
tribeca/civic center-yorkville west,11,4,1
tribeca/civic center-yorkville west,16,4,1
tribeca/civic center-yorkville west,17,4,3
tribeca/civic center-yorkville west,18,4,2
tribeca/civic center-yorkville west,19,4,1
tribeca/civic center-yorkville west,22,4,10
tribeca/civic center-yorkville west,23,4,8
tribeca/civic center-yorkville west,0,5,2
tribeca/civic center-yorkville west,1,5,3
tribeca/civic center-yorkville west,4,5,1
tribeca/civic center-yorkville west,8,5,1
tribeca/civic center-yorkville west,16,5,1
tribeca/civic center-yorkville west,18,5,2
tribeca/civic center-yorkville west,19,5,1
tribeca/civic center-yorkville west,20,5,1
tribeca/civic center-yorkville west,22,5,4
tribeca/civic center-yorkville west,23,5,3
two bridges/seward park-alphabet city,7,0,1
two bridges/seward park-alphabet city,10,0,1
two bridges/seward park-alphabet city,23,0,1
two bridges/seward park-alphabet city,7,1,1
two bridges/seward park-alphabet city,12,1,1
two bridges/seward park-alphabet city,14,1,1
two bridges/seward park-alphabet city,16,1,1
two bridges/seward park-alphabet city,17,1,1
two bridges/seward park-alphabet city,18,1,1
two bridges/seward park-alphabet city,23,1,1
two bridges/seward park-alphabet city,8,2,1
two bridges/seward park-alphabet city,18,2,1
two bridges/seward park-alphabet city,20,2,1
two bridges/seward park-alphabet city,22,2,1
two bridges/seward park-alphabet city,3,3,1
two bridges/seward park-alphabet city,10,3,1
two bridges/seward park-alphabet city,12,3,1
two bridges/seward park-alphabet city,16,3,1
two bridges/seward park-alphabet city,18,3,2
two bridges/seward park-alphabet city,20,3,1
two bridges/seward park-alphabet city,22,3,1
two bridges/seward park-alphabet city,23,3,3
two bridges/seward park-alphabet city,13,4,1
two bridges/seward park-alphabet city,16,4,1
two bridges/seward park-alphabet city,17,4,2
two bridges/seward park-alphabet city,19,4,2
two bridges/seward park-alphabet city,22,4,1
two bridges/seward park-alphabet city,0,5,2
two bridges/seward park-alphabet city,1,5,1
two bridges/seward park-alphabet city,3,5,1
two bridges/seward park-alphabet city,10,5,1
two bridges/seward park-alphabet city,14,5,1
two bridges/seward park-alphabet city,17,5,1
two bridges/seward park-astoria,21,0,1
two bridges/seward park-battery park,8,5,1
two bridges/seward park-battery park city,6,0,1
two bridges/seward park-battery park city,8,0,1
two bridges/seward park-battery park city,10,0,2
two bridges/seward park-battery park city,14,0,1
two bridges/seward park-battery park city,21,0,1
two bridges/seward park-battery park city,9,1,1
two bridges/seward park-battery park city,11,1,2
two bridges/seward park-battery park city,12,1,1
two bridges/seward park-battery park city,13,1,1
two bridges/seward park-battery park city,14,1,1
two bridges/seward park-battery park city,18,1,1
two bridges/seward park-battery park city,19,1,1
two bridges/seward park-battery park city,8,2,2
two bridges/seward park-battery park city,10,2,1
two bridges/seward park-battery park city,11,2,3
two bridges/seward park-battery park city,13,2,3
two bridges/seward park-battery park city,14,2,1
two bridges/seward park-battery park city,16,2,1
two bridges/seward park-battery park city,17,2,1
two bridges/seward park-battery park city,19,2,1
two bridges/seward park-battery park city,20,2,2
two bridges/seward park-battery park city,23,2,2
two bridges/seward park-battery park city,0,3,1
two bridges/seward park-battery park city,7,3,1
two bridges/seward park-battery park city,8,3,2
two bridges/seward park-battery park city,13,3,1
two bridges/seward park-battery park city,15,3,1
two bridges/seward park-battery park city,17,3,1
two bridges/seward park-battery park city,18,3,2
two bridges/seward park-battery park city,20,3,1
two bridges/seward park-battery park city,1,4,1
two bridges/seward park-battery park city,4,4,1
two bridges/seward park-battery park city,15,4,1
two bridges/seward park-battery park city,16,4,1
two bridges/seward park-battery park city,23,4,2
two bridges/seward park-battery park city,15,5,1
two bridges/seward park-battery park city,16,5,1
two bridges/seward park-bay ridge,10,2,1
two bridges/seward park-bay ridge,20,2,1
two bridges/seward park-bedford,10,0,1
two bridges/seward park-bedford,15,0,1
two bridges/seward park-bedford,22,2,1
two bridges/seward park-bedford,20,3,2
two bridges/seward park-bedford,21,3,1
two bridges/seward park-bedford,23,5,1
two bridges/seward park-bedford park,13,4,1
two bridges/seward park-bedford park,14,4,1
two bridges/seward park-bloomingdale,21,1,1
two bridges/seward park-bloomingdale,11,2,1
two bridges/seward park-bloomingdale,18,3,1
two bridges/seward park-bloomingdale,19,3,1
two bridges/seward park-bloomingdale,23,3,2
two bridges/seward park-bloomingdale,3,5,1
two bridges/seward park-bloomingdale,12,5,1
two bridges/seward park-bloomingdale,16,5,1
two bridges/seward park-bloomingdale,23,5,1
two bridges/seward park-boerum hill,11,3,1
two bridges/seward park-boerum hill,22,3,1
two bridges/seward park-boerum hill,18,4,1
two bridges/seward park-boerum hill,22,4,1
two bridges/seward park-boerum hill,1,5,1
two bridges/seward park-boerum hill,13,5,1
two bridges/seward park-borough park,7,2,1
two bridges/seward park-borough park,8,3,3
two bridges/seward park-borough park,8,4,1
two bridges/seward park-briarwood/jamaica hills,2,5,1
two bridges/seward park-brighton beach,7,1,2
two bridges/seward park-brighton beach,7,2,1
two bridges/seward park-brighton beach,9,5,1
two bridges/seward park-bronx park,1,4,1
two bridges/seward park-brooklyn heights,6,0,1
two bridges/seward park-brooklyn heights,16,0,1
two bridges/seward park-brooklyn heights,21,1,1
two bridges/seward park-brooklyn heights,17,2,1
two bridges/seward park-brooklyn heights,21,2,1
two bridges/seward park-brooklyn heights,22,2,1
two bridges/seward park-brooklyn heights,0,3,1
two bridges/seward park-brooklyn heights,12,3,2
two bridges/seward park-brooklyn heights,13,3,1
two bridges/seward park-brooklyn heights,18,3,1
two bridges/seward park-brooklyn heights,1,4,1
two bridges/seward park-brooklyn heights,17,4,1
two bridges/seward park-brooklyn heights,22,4,1
two bridges/seward park-brooklyn heights,20,5,2
two bridges/seward park-brooklyn heights,22,5,1
two bridges/seward park-bushwick north,23,2,2
two bridges/seward park-bushwick north,22,4,1
two bridges/seward park-bushwick north,3,5,1
two bridges/seward park-bushwick south,0,0,1
two bridges/seward park-bushwick south,21,0,1
two bridges/seward park-bushwick south,18,1,1
two bridges/seward park-bushwick south,18,3,1
two bridges/seward park-bushwick south,19,3,1
two bridges/seward park-bushwick south,0,4,1
two bridges/seward park-bushwick south,1,4,1
two bridges/seward park-bushwick south,19,4,1
two bridges/seward park-bushwick south,1,5,3
two bridges/seward park-bushwick south,23,5,1
two bridges/seward park-carroll gardens,22,0,1
two bridges/seward park-carroll gardens,23,2,1
two bridges/seward park-carroll gardens,21,4,1
two bridges/seward park-carroll gardens,1,5,1
two bridges/seward park-carroll gardens,3,5,1
two bridges/seward park-central harlem,11,1,1
two bridges/seward park-central harlem,18,1,1
two bridges/seward park-central harlem,23,1,2
two bridges/seward park-central harlem,9,2,1
two bridges/seward park-central harlem,10,2,1
two bridges/seward park-central harlem,17,2,1
two bridges/seward park-central harlem,10,3,1
two bridges/seward park-central harlem,15,3,1
two bridges/seward park-central harlem,16,3,1
two bridges/seward park-central harlem,22,3,1
two bridges/seward park-central harlem,23,3,1
two bridges/seward park-central harlem,6,4,1
two bridges/seward park-central harlem,8,4,1
two bridges/seward park-central harlem,13,4,1
two bridges/seward park-central harlem,22,4,1
two bridges/seward park-central harlem,23,4,1
two bridges/seward park-central harlem,0,5,1
two bridges/seward park-central harlem,8,5,1
two bridges/seward park-central harlem,23,5,1
two bridges/seward park-central harlem north,1,0,1
two bridges/seward park-central harlem north,2,0,1
two bridges/seward park-central harlem north,10,0,1
two bridges/seward park-central harlem north,0,1,1
two bridges/seward park-central harlem north,11,1,1
two bridges/seward park-central harlem north,22,1,2
two bridges/seward park-central harlem north,8,2,1
two bridges/seward park-central harlem north,10,2,1
two bridges/seward park-central harlem north,14,2,1
two bridges/seward park-central harlem north,23,2,2
two bridges/seward park-central harlem north,6,3,1
two bridges/seward park-central harlem north,12,3,1
two bridges/seward park-central harlem north,14,3,1
two bridges/seward park-central harlem north,23,3,1
two bridges/seward park-central harlem north,6,4,1
two bridges/seward park-central harlem north,8,4,1
two bridges/seward park-central harlem north,9,4,1
two bridges/seward park-central harlem north,18,4,1
two bridges/seward park-central harlem north,23,4,1
two bridges/seward park-central harlem north,2,5,1
two bridges/seward park-central harlem north,14,5,1
two bridges/seward park-central harlem north,15,5,1
two bridges/seward park-central harlem north,17,5,1
two bridges/seward park-central harlem north,19,5,1
two bridges/seward park-central harlem north,21,5,1
two bridges/seward park-central harlem north,23,5,1
two bridges/seward park-central park,18,0,1
two bridges/seward park-central park,7,1,1
two bridges/seward park-central park,11,1,1
two bridges/seward park-central park,18,1,1
two bridges/seward park-central park,16,2,1
two bridges/seward park-central park,23,2,1
two bridges/seward park-central park,5,3,1
two bridges/seward park-central park,5,4,1
two bridges/seward park-central park,18,4,1
two bridges/seward park-central park,1,5,1
two bridges/seward park-central park,2,5,1
two bridges/seward park-central park,14,5,1
two bridges/seward park-central park,16,5,1
two bridges/seward park-central park,17,5,1
two bridges/seward park-chinatown,2,0,1
two bridges/seward park-chinatown,8,0,1
two bridges/seward park-chinatown,11,0,1
two bridges/seward park-chinatown,14,0,1
two bridges/seward park-chinatown,15,0,1
two bridges/seward park-chinatown,8,1,1
two bridges/seward park-chinatown,9,1,2
two bridges/seward park-chinatown,11,1,1
two bridges/seward park-chinatown,12,1,1
two bridges/seward park-chinatown,4,2,1
two bridges/seward park-chinatown,10,2,1
two bridges/seward park-chinatown,11,2,2
two bridges/seward park-chinatown,12,2,1
two bridges/seward park-chinatown,14,2,1
two bridges/seward park-chinatown,15,2,1
two bridges/seward park-chinatown,21,2,1
two bridges/seward park-chinatown,8,3,2
two bridges/seward park-chinatown,12,3,1
two bridges/seward park-chinatown,13,3,2
two bridges/seward park-chinatown,16,3,1
two bridges/seward park-chinatown,17,3,1
two bridges/seward park-chinatown,1,4,2
two bridges/seward park-chinatown,3,4,1
two bridges/seward park-chinatown,9,4,2
two bridges/seward park-chinatown,14,4,2
two bridges/seward park-chinatown,21,4,1
two bridges/seward park-chinatown,22,4,1
two bridges/seward park-chinatown,23,4,1
two bridges/seward park-chinatown,1,5,1
two bridges/seward park-chinatown,3,5,1
two bridges/seward park-chinatown,6,5,1
two bridges/seward park-chinatown,12,5,2
two bridges/seward park-chinatown,14,5,1
two bridges/seward park-chinatown,18,5,1
two bridges/seward park-chinatown,21,5,1
two bridges/seward park-claremont/bathgate,12,4,1
two bridges/seward park-claremont/bathgate,13,4,1
two bridges/seward park-clinton east,2,0,1
two bridges/seward park-clinton east,5,0,1
two bridges/seward park-clinton east,17,0,1
two bridges/seward park-clinton east,18,0,1
two bridges/seward park-clinton east,21,0,1
two bridges/seward park-clinton east,22,0,1
two bridges/seward park-clinton east,3,1,1
two bridges/seward park-clinton east,12,1,1
two bridges/seward park-clinton east,17,1,1
two bridges/seward park-clinton east,21,1,2
two bridges/seward park-clinton east,22,1,2
two bridges/seward park-clinton east,23,1,1
two bridges/seward park-clinton east,11,2,1
two bridges/seward park-clinton east,14,2,2
two bridges/seward park-clinton east,18,2,2
two bridges/seward park-clinton east,21,2,2
two bridges/seward park-clinton east,23,2,1
two bridges/seward park-clinton east,9,3,1
two bridges/seward park-clinton east,10,3,1
two bridges/seward park-clinton east,12,3,1
two bridges/seward park-clinton east,15,3,2
two bridges/seward park-clinton east,20,3,1
two bridges/seward park-clinton east,22,3,1
two bridges/seward park-clinton east,8,4,1
two bridges/seward park-clinton east,14,4,1
two bridges/seward park-clinton east,15,4,1
two bridges/seward park-clinton east,16,4,1
two bridges/seward park-clinton east,19,4,1
two bridges/seward park-clinton east,22,4,1
two bridges/seward park-clinton east,23,4,3
two bridges/seward park-clinton east,3,5,1
two bridges/seward park-clinton east,7,5,1
two bridges/seward park-clinton east,8,5,1
two bridges/seward park-clinton east,14,5,1
two bridges/seward park-clinton east,15,5,1
two bridges/seward park-clinton east,22,5,2
two bridges/seward park-clinton east,23,5,1
two bridges/seward park-clinton hill,22,1,1
two bridges/seward park-clinton hill,0,3,1
two bridges/seward park-clinton hill,18,3,1
two bridges/seward park-clinton hill,0,4,1
two bridges/seward park-clinton hill,13,4,1
two bridges/seward park-clinton hill,17,4,1
two bridges/seward park-clinton hill,12,5,1
two bridges/seward park-clinton west,3,0,1
two bridges/seward park-clinton west,9,0,1
two bridges/seward park-clinton west,21,0,1
two bridges/seward park-clinton west,11,1,2
two bridges/seward park-clinton west,22,1,1
two bridges/seward park-clinton west,8,2,1
two bridges/seward park-clinton west,22,3,2
two bridges/seward park-clinton west,9,4,1
two bridges/seward park-clinton west,15,4,1
two bridges/seward park-clinton west,16,4,1
two bridges/seward park-clinton west,20,4,1
two bridges/seward park-clinton west,23,4,2
two bridges/seward park-clinton west,1,5,1
two bridges/seward park-clinton west,14,5,1
two bridges/seward park-co-op city,11,1,1
two bridges/seward park-columbia street,22,3,1
two bridges/seward park-coney island,16,0,1
two bridges/seward park-coney island,12,3,1
two bridges/seward park-crotona park east,7,0,1
two bridges/seward park-crown heights north,9,2,1
two bridges/seward park-crown heights north,0,3,1
two bridges/seward park-crown heights north,4,3,1
two bridges/seward park-crown heights north,1,4,1
two bridges/seward park-crown heights north,15,4,1
two bridges/seward park-crown heights north,23,4,1
two bridges/seward park-crown heights south,1,2,1
two bridges/seward park-cypress hills,22,3,1
two bridges/seward park-downtown brooklyn/metrotech,8,0,1
two bridges/seward park-downtown brooklyn/metrotech,8,1,1
two bridges/seward park-downtown brooklyn/metrotech,18,2,1
two bridges/seward park-downtown brooklyn/metrotech,8,3,1
two bridges/seward park-downtown brooklyn/metrotech,8,4,1
two bridges/seward park-downtown brooklyn/metrotech,16,4,1
two bridges/seward park-downtown brooklyn/metrotech,17,5,1
two bridges/seward park-downtown brooklyn/metrotech,22,5,1
two bridges/seward park-dumbo/vinegar hill,15,1,1
two bridges/seward park-dumbo/vinegar hill,19,1,1
two bridges/seward park-dumbo/vinegar hill,12,2,1
two bridges/seward park-dumbo/vinegar hill,17,2,1
two bridges/seward park-dumbo/vinegar hill,1,4,1
two bridges/seward park-dumbo/vinegar hill,7,4,1
two bridges/seward park-dumbo/vinegar hill,3,5,1
two bridges/seward park-east chelsea,1,0,1
two bridges/seward park-east chelsea,4,0,2
two bridges/seward park-east chelsea,7,0,1
two bridges/seward park-east chelsea,8,0,2
two bridges/seward park-east chelsea,10,0,1
two bridges/seward park-east chelsea,18,0,1
two bridges/seward park-east chelsea,20,0,1
two bridges/seward park-east chelsea,23,0,1
two bridges/seward park-east chelsea,8,1,2
two bridges/seward park-east chelsea,11,1,1
two bridges/seward park-east chelsea,12,1,4
two bridges/seward park-east chelsea,13,1,1
two bridges/seward park-east chelsea,14,1,1
two bridges/seward park-east chelsea,17,1,1
two bridges/seward park-east chelsea,18,1,1
two bridges/seward park-east chelsea,19,1,1
two bridges/seward park-east chelsea,21,1,1
two bridges/seward park-east chelsea,22,1,3
two bridges/seward park-east chelsea,0,2,1
two bridges/seward park-east chelsea,1,2,1
two bridges/seward park-east chelsea,6,2,1
two bridges/seward park-east chelsea,9,2,1
two bridges/seward park-east chelsea,10,2,1
two bridges/seward park-east chelsea,11,2,1
two bridges/seward park-east chelsea,14,2,1
two bridges/seward park-east chelsea,15,2,2
two bridges/seward park-east chelsea,16,2,1
two bridges/seward park-east chelsea,18,2,2
two bridges/seward park-east chelsea,22,2,3
two bridges/seward park-east chelsea,23,2,1
two bridges/seward park-east chelsea,0,3,1
two bridges/seward park-east chelsea,3,3,1
two bridges/seward park-east chelsea,6,3,1
two bridges/seward park-east chelsea,10,3,1
two bridges/seward park-east chelsea,14,3,1
two bridges/seward park-east chelsea,20,3,3
two bridges/seward park-east chelsea,22,3,2
two bridges/seward park-east chelsea,0,4,1
two bridges/seward park-east chelsea,5,4,1
two bridges/seward park-east chelsea,10,4,1
two bridges/seward park-east chelsea,14,4,1
two bridges/seward park-east chelsea,15,4,1
two bridges/seward park-east chelsea,16,4,1
two bridges/seward park-east chelsea,18,4,1
two bridges/seward park-east chelsea,0,5,1
two bridges/seward park-east chelsea,1,5,1
two bridges/seward park-east chelsea,4,5,1
two bridges/seward park-east chelsea,5,5,1
two bridges/seward park-east chelsea,12,5,1
two bridges/seward park-east chelsea,16,5,1
two bridges/seward park-east chelsea,22,5,1
two bridges/seward park-east concourse/concourse village,8,2,1
two bridges/seward park-east concourse/concourse village,6,3,1
two bridges/seward park-east concourse/concourse village,4,5,1
two bridges/seward park-east elmhurst,15,5,1
two bridges/seward park-east flatbush/farragut,7,2,1
two bridges/seward park-east harlem north,0,0,1
two bridges/seward park-east harlem north,12,0,1
two bridges/seward park-east harlem north,17,0,1
two bridges/seward park-east harlem north,15,1,1
two bridges/seward park-east harlem north,18,1,1
two bridges/seward park-east harlem north,9,2,1
two bridges/seward park-east harlem north,11,2,1
two bridges/seward park-east harlem north,9,3,1
two bridges/seward park-east harlem north,11,3,1
two bridges/seward park-east harlem north,13,3,1
two bridges/seward park-east harlem north,17,3,1
two bridges/seward park-east harlem north,20,3,1
two bridges/seward park-east harlem north,0,4,1
two bridges/seward park-east harlem north,6,4,1
two bridges/seward park-east harlem north,7,4,1
two bridges/seward park-east harlem north,18,4,1
two bridges/seward park-east harlem north,0,5,1
two bridges/seward park-east harlem north,1,5,1
two bridges/seward park-east harlem north,11,5,1
two bridges/seward park-east harlem north,14,5,1
two bridges/seward park-east harlem north,17,5,2
two bridges/seward park-east harlem north,18,5,1
two bridges/seward park-east harlem south,1,0,1
two bridges/seward park-east harlem south,4,0,1
two bridges/seward park-east harlem south,5,0,1
two bridges/seward park-east harlem south,8,0,1
two bridges/seward park-east harlem south,9,0,1
two bridges/seward park-east harlem south,23,0,1
two bridges/seward park-east harlem south,9,1,1
two bridges/seward park-east harlem south,10,1,1
two bridges/seward park-east harlem south,13,1,1
two bridges/seward park-east harlem south,18,1,1
