od,hora_do_dia,dia_da_semana,n_viagens
greenwich village south-penn station/madison sq west,0,1,6
greenwich village south-penn station/madison sq west,1,1,2
greenwich village south-penn station/madison sq west,2,1,1
greenwich village south-penn station/madison sq west,5,1,1
greenwich village south-penn station/madison sq west,8,1,2
greenwich village south-penn station/madison sq west,9,1,3
greenwich village south-penn station/madison sq west,10,1,4
greenwich village south-penn station/madison sq west,12,1,7
greenwich village south-penn station/madison sq west,13,1,5
greenwich village south-penn station/madison sq west,14,1,8
greenwich village south-penn station/madison sq west,15,1,7
greenwich village south-penn station/madison sq west,16,1,5
greenwich village south-penn station/madison sq west,17,1,6
greenwich village south-penn station/madison sq west,18,1,7
greenwich village south-penn station/madison sq west,19,1,8
greenwich village south-penn station/madison sq west,20,1,15
greenwich village south-penn station/madison sq west,21,1,16
greenwich village south-penn station/madison sq west,22,1,15
greenwich village south-penn station/madison sq west,23,1,10
greenwich village south-penn station/madison sq west,0,2,4
greenwich village south-penn station/madison sq west,1,2,1
greenwich village south-penn station/madison sq west,2,2,1
greenwich village south-penn station/madison sq west,6,2,3
greenwich village south-penn station/madison sq west,7,2,3
greenwich village south-penn station/madison sq west,8,2,2
greenwich village south-penn station/madison sq west,9,2,2
greenwich village south-penn station/madison sq west,10,2,1
greenwich village south-penn station/madison sq west,11,2,6
greenwich village south-penn station/madison sq west,12,2,2
greenwich village south-penn station/madison sq west,13,2,3
greenwich village south-penn station/madison sq west,14,2,6
greenwich village south-penn station/madison sq west,15,2,4
greenwich village south-penn station/madison sq west,16,2,5
greenwich village south-penn station/madison sq west,17,2,9
greenwich village south-penn station/madison sq west,18,2,12
greenwich village south-penn station/madison sq west,19,2,12
greenwich village south-penn station/madison sq west,20,2,10
greenwich village south-penn station/madison sq west,21,2,15
greenwich village south-penn station/madison sq west,22,2,14
greenwich village south-penn station/madison sq west,23,2,15
greenwich village south-penn station/madison sq west,0,3,9
greenwich village south-penn station/madison sq west,1,3,1
greenwich village south-penn station/madison sq west,2,3,1
greenwich village south-penn station/madison sq west,6,3,1
greenwich village south-penn station/madison sq west,7,3,2
greenwich village south-penn station/madison sq west,8,3,3
greenwich village south-penn station/madison sq west,9,3,4
greenwich village south-penn station/madison sq west,10,3,3
greenwich village south-penn station/madison sq west,11,3,3
greenwich village south-penn station/madison sq west,12,3,3
greenwich village south-penn station/madison sq west,13,3,2
greenwich village south-penn station/madison sq west,14,3,3
greenwich village south-penn station/madison sq west,15,3,13
greenwich village south-penn station/madison sq west,16,3,10
greenwich village south-penn station/madison sq west,17,3,6
greenwich village south-penn station/madison sq west,18,3,10
greenwich village south-penn station/madison sq west,19,3,9
greenwich village south-penn station/madison sq west,20,3,8
greenwich village south-penn station/madison sq west,21,3,21
greenwich village south-penn station/madison sq west,22,3,16
greenwich village south-penn station/madison sq west,23,3,21
greenwich village south-penn station/madison sq west,0,4,11
greenwich village south-penn station/madison sq west,1,4,11
greenwich village south-penn station/madison sq west,2,4,2
greenwich village south-penn station/madison sq west,4,4,1
greenwich village south-penn station/madison sq west,6,4,2
greenwich village south-penn station/madison sq west,7,4,5
greenwich village south-penn station/madison sq west,8,4,3
greenwich village south-penn station/madison sq west,9,4,5
greenwich village south-penn station/madison sq west,10,4,6
greenwich village south-penn station/madison sq west,11,4,4
greenwich village south-penn station/madison sq west,12,4,3
greenwich village south-penn station/madison sq west,13,4,2
greenwich village south-penn station/madison sq west,14,4,10
greenwich village south-penn station/madison sq west,15,4,9
greenwich village south-penn station/madison sq west,16,4,5
greenwich village south-penn station/madison sq west,17,4,9
greenwich village south-penn station/madison sq west,18,4,8
greenwich village south-penn station/madison sq west,19,4,6
greenwich village south-penn station/madison sq west,20,4,1
greenwich village south-penn station/madison sq west,21,4,10
greenwich village south-penn station/madison sq west,22,4,17
greenwich village south-penn station/madison sq west,23,4,31
greenwich village south-penn station/madison sq west,0,5,14
greenwich village south-penn station/madison sq west,1,5,8
greenwich village south-penn station/madison sq west,2,5,11
greenwich village south-penn station/madison sq west,3,5,1
greenwich village south-penn station/madison sq west,7,5,1
greenwich village south-penn station/madison sq west,8,5,6
greenwich village south-penn station/madison sq west,9,5,2
greenwich village south-penn station/madison sq west,10,5,2
greenwich village south-penn station/madison sq west,11,5,2
greenwich village south-penn station/madison sq west,12,5,1
greenwich village south-penn station/madison sq west,13,5,7
greenwich village south-penn station/madison sq west,15,5,4
greenwich village south-penn station/madison sq west,16,5,3
greenwich village south-penn station/madison sq west,17,5,10
greenwich village south-penn station/madison sq west,18,5,5
greenwich village south-penn station/madison sq west,19,5,5
greenwich village south-penn station/madison sq west,20,5,6
greenwich village south-penn station/madison sq west,21,5,5
greenwich village south-penn station/madison sq west,22,5,12
greenwich village south-penn station/madison sq west,23,5,12
greenwich village south-prospect heights,17,0,1
greenwich village south-prospect heights,23,0,2
greenwich village south-prospect heights,1,1,2
greenwich village south-prospect heights,9,1,2
greenwich village south-prospect heights,22,1,2
greenwich village south-prospect heights,23,1,1
greenwich village south-prospect heights,1,2,1
greenwich village south-prospect heights,20,2,1
greenwich village south-prospect heights,23,2,1
greenwich village south-prospect heights,0,3,1
greenwich village south-prospect heights,1,3,1
greenwich village south-prospect heights,17,3,1
greenwich village south-prospect heights,21,3,1
greenwich village south-prospect heights,22,3,3
greenwich village south-prospect heights,0,4,4
greenwich village south-prospect heights,20,4,1
greenwich village south-prospect heights,21,4,1
greenwich village south-prospect heights,22,4,1
greenwich village south-prospect heights,23,4,1
greenwich village south-prospect heights,1,5,1
greenwich village south-prospect heights,3,5,1
greenwich village south-prospect heights,4,5,1
greenwich village south-prospect heights,10,5,1
greenwich village south-prospect heights,21,5,1
greenwich village south-prospect park,11,0,1
greenwich village south-prospect park,21,2,1
greenwich village south-prospect park,23,3,1
greenwich village south-prospect-lefferts gardens,0,0,1
greenwich village south-prospect-lefferts gardens,23,0,1
greenwich village south-prospect-lefferts gardens,16,1,1
greenwich village south-prospect-lefferts gardens,22,1,1
greenwich village south-prospect-lefferts gardens,0,2,1
greenwich village south-prospect-lefferts gardens,13,2,1
greenwich village south-prospect-lefferts gardens,22,2,1
greenwich village south-prospect-lefferts gardens,22,3,1
greenwich village south-prospect-lefferts gardens,0,4,1
greenwich village south-prospect-lefferts gardens,23,4,1
greenwich village south-prospect-lefferts gardens,16,5,1
greenwich village south-prospect-lefferts gardens,23,5,3
greenwich village south-queensbridge/ravenswood,7,0,1
greenwich village south-queensbridge/ravenswood,0,2,1
greenwich village south-queensbridge/ravenswood,19,3,1
greenwich village south-queensbridge/ravenswood,0,4,2
greenwich village south-queensbridge/ravenswood,1,4,1
greenwich village south-red hook,4,0,1
greenwich village south-red hook,7,0,1
greenwich village south-red hook,13,0,1
greenwich village south-red hook,19,0,1
greenwich village south-red hook,20,0,1
greenwich village south-red hook,21,1,1
greenwich village south-red hook,19,2,1
greenwich village south-red hook,21,2,1
greenwich village south-red hook,19,3,1
greenwich village south-red hook,23,3,1
greenwich village south-rego park,17,3,1
greenwich village south-richmond hill,16,1,1
greenwich village south-richmond hill,4,2,1
greenwich village south-richmond hill,22,4,1
greenwich village south-ridgewood,23,0,1
greenwich village south-ridgewood,0,1,1
greenwich village south-ridgewood,22,1,1
greenwich village south-ridgewood,23,1,1
greenwich village south-ridgewood,3,2,1
greenwich village south-ridgewood,23,2,1
greenwich village south-ridgewood,19,3,1
greenwich village south-ridgewood,4,4,2
greenwich village south-ridgewood,23,4,1
greenwich village south-riverdale/north riverdale/fieldston,20,1,1
greenwich village south-riverdale/north riverdale/fieldston,21,3,1
greenwich village south-rockaway park,21,2,1
greenwich village south-roosevelt island,0,1,1
greenwich village south-roosevelt island,22,2,1
greenwich village south-roosevelt island,16,3,1
greenwich village south-roosevelt island,21,3,1
greenwich village south-seaport,0,0,2
greenwich village south-seaport,1,0,1
greenwich village south-seaport,8,0,2
greenwich village south-seaport,11,0,1
greenwich village south-seaport,13,0,1
greenwich village south-seaport,15,0,1
greenwich village south-seaport,19,0,1
greenwich village south-seaport,21,0,2
greenwich village south-seaport,22,0,2
greenwich village south-seaport,23,0,2
greenwich village south-seaport,0,1,3
greenwich village south-seaport,8,1,1
greenwich village south-seaport,10,1,1
greenwich village south-seaport,13,1,1
greenwich village south-seaport,14,1,1
greenwich village south-seaport,16,1,2
greenwich village south-seaport,17,1,1
greenwich village south-seaport,18,1,1
greenwich village south-seaport,19,1,4
greenwich village south-seaport,20,1,2
greenwich village south-seaport,21,1,1
greenwich village south-seaport,22,1,3
greenwich village south-seaport,23,1,1
greenwich village south-seaport,1,2,1
greenwich village south-seaport,8,2,1
greenwich village south-seaport,9,2,1
greenwich village south-seaport,14,2,1
greenwich village south-seaport,16,2,1
greenwich village south-seaport,17,2,1
greenwich village south-seaport,18,2,1
greenwich village south-seaport,19,2,2
greenwich village south-seaport,21,2,5
greenwich village south-seaport,22,2,7
greenwich village south-seaport,23,2,6
greenwich village south-seaport,0,3,3
greenwich village south-seaport,1,3,1
greenwich village south-seaport,8,3,1
greenwich village south-seaport,10,3,1
greenwich village south-seaport,13,3,1
greenwich village south-seaport,15,3,1
greenwich village south-seaport,16,3,2
greenwich village south-seaport,18,3,1
greenwich village south-seaport,19,3,2
greenwich village south-seaport,20,3,1
greenwich village south-seaport,21,3,1
greenwich village south-seaport,22,3,4
greenwich village south-seaport,23,3,3
greenwich village south-seaport,0,4,3
greenwich village south-seaport,1,4,2
greenwich village south-seaport,9,4,1
greenwich village south-seaport,10,4,1
greenwich village south-seaport,13,4,1
greenwich village south-seaport,14,4,1
greenwich village south-seaport,16,4,1
greenwich village south-seaport,19,4,3
greenwich village south-seaport,20,4,1
greenwich village south-seaport,21,4,3
greenwich village south-seaport,22,4,2
greenwich village south-seaport,23,4,6
greenwich village south-seaport,0,5,3
greenwich village south-seaport,1,5,3
greenwich village south-seaport,2,5,7
greenwich village south-seaport,10,5,1
greenwich village south-seaport,11,5,2
greenwich village south-seaport,13,5,1
greenwich village south-seaport,14,5,3
greenwich village south-seaport,16,5,1
greenwich village south-seaport,19,5,1
greenwich village south-seaport,20,5,1
greenwich village south-seaport,21,5,2
greenwich village south-seaport,22,5,2
greenwich village south-seaport,23,5,2
greenwich village south-sheepshead bay,3,0,1
greenwich village south-sheepshead bay,18,2,1
greenwich village south-sheepshead bay,12,4,1
greenwich village south-soho,0,0,4
greenwich village south-soho,1,0,2
greenwich village south-soho,2,0,2
greenwich village south-soho,9,0,2
greenwich village south-soho,10,0,1
greenwich village south-soho,11,0,1
greenwich village south-soho,12,0,1
greenwich village south-soho,13,0,5
greenwich village south-soho,14,0,5
greenwich village south-soho,15,0,2
greenwich village south-soho,16,0,4
greenwich village south-soho,17,0,3
greenwich village south-soho,18,0,2
greenwich village south-soho,19,0,3
greenwich village south-soho,20,0,3
greenwich village south-soho,21,0,2
greenwich village south-soho,22,0,1
greenwich village south-soho,23,0,2
greenwich village south-soho,1,1,1
greenwich village south-soho,2,1,1
greenwich village south-soho,8,1,5
greenwich village south-soho,9,1,2
greenwich village south-soho,10,1,4
greenwich village south-soho,11,1,4
greenwich village south-soho,12,1,3
greenwich village south-soho,13,1,2
greenwich village south-soho,14,1,4
greenwich village south-soho,15,1,3
greenwich village south-soho,16,1,3
greenwich village south-soho,17,1,3
greenwich village south-soho,18,1,2
greenwich village south-soho,19,1,3
greenwich village south-soho,20,1,5
greenwich village south-soho,21,1,4
greenwich village south-soho,22,1,5
greenwich village south-soho,23,1,5
greenwich village south-soho,0,2,2
greenwich village south-soho,1,2,2
greenwich village south-soho,2,2,1
greenwich village south-soho,8,2,2
greenwich village south-soho,10,2,1
greenwich village south-soho,11,2,1
greenwich village south-soho,12,2,5
greenwich village south-soho,13,2,4
greenwich village south-soho,14,2,2
greenwich village south-soho,15,2,5
greenwich village south-soho,16,2,1
greenwich village south-soho,17,2,10
greenwich village south-soho,18,2,10
greenwich village south-soho,19,2,3
greenwich village south-soho,20,2,6
greenwich village south-soho,21,2,3
greenwich village south-soho,22,2,4
greenwich village south-soho,23,2,12
greenwich village south-soho,0,3,7
greenwich village south-soho,1,3,3
greenwich village south-soho,8,3,1
greenwich village south-soho,9,3,1
greenwich village south-soho,10,3,1
greenwich village south-soho,11,3,2
greenwich village south-soho,12,3,3
greenwich village south-soho,13,3,1
greenwich village south-soho,14,3,2
greenwich village south-soho,15,3,5
greenwich village south-soho,16,3,2
greenwich village south-soho,17,3,2
greenwich village south-soho,18,3,4
greenwich village south-soho,19,3,3
greenwich village south-soho,20,3,7
greenwich village south-soho,21,3,3
greenwich village south-soho,22,3,15
greenwich village south-soho,23,3,14
greenwich village south-soho,0,4,21
greenwich village south-soho,1,4,5
greenwich village south-soho,2,4,3
greenwich village south-soho,3,4,2
greenwich village south-soho,4,4,1
greenwich village south-soho,9,4,1
greenwich village south-soho,10,4,2
greenwich village south-soho,11,4,4
greenwich village south-soho,12,4,3
greenwich village south-soho,13,4,5
greenwich village south-soho,14,4,2
greenwich village south-soho,15,4,2
greenwich village south-soho,16,4,4
greenwich village south-soho,17,4,4
greenwich village south-soho,18,4,3
greenwich village south-soho,19,4,2
greenwich village south-soho,20,4,5
greenwich village south-soho,21,4,5
greenwich village south-soho,22,4,9
greenwich village south-soho,23,4,14
greenwich village south-soho,0,5,8
greenwich village south-soho,1,5,5
greenwich village south-soho,2,5,7
greenwich village south-soho,3,5,7
greenwich village south-soho,12,5,1
greenwich village south-soho,13,5,3
greenwich village south-soho,14,5,2
greenwich village south-soho,15,5,5
greenwich village south-soho,16,5,4
greenwich village south-soho,17,5,3
greenwich village south-soho,18,5,3
greenwich village south-soho,19,5,2
greenwich village south-soho,20,5,3
greenwich village south-soho,21,5,2
greenwich village south-soho,22,5,6
greenwich village south-soho,23,5,6
greenwich village south-south ozone park,6,4,1
greenwich village south-south ozone park,16,4,1
greenwich village south-south williamsburg,19,0,1
greenwich village south-south williamsburg,22,2,1
greenwich village south-south williamsburg,9,4,2
greenwich village south-south williamsburg,18,4,1
greenwich village south-south williamsburg,0,5,1
greenwich village south-south williamsburg,2,5,1
greenwich village south-springfield gardens north,1,4,1
greenwich village south-steinway,0,0,1
greenwich village south-steinway,1,1,1
greenwich village south-steinway,23,2,1
greenwich village south-steinway,0,4,1
greenwich village south-steinway,3,4,2
greenwich village south-steinway,23,4,1
greenwich village south-steinway,1,5,1
greenwich village south-steinway,19,5,1
greenwich village south-steinway,22,5,1
greenwich village south-stuy town/peter cooper village,0,0,2
greenwich village south-stuy town/peter cooper village,1,0,1
greenwich village south-stuy town/peter cooper village,2,0,1
greenwich village south-stuy town/peter cooper village,11,0,1
greenwich village south-stuy town/peter cooper village,13,0,1
greenwich village south-stuy town/peter cooper village,14,0,1
greenwich village south-stuy town/peter cooper village,15,0,2
greenwich village south-stuy town/peter cooper village,17,0,2
greenwich village south-stuy town/peter cooper village,18,0,1
greenwich village south-stuy town/peter cooper village,19,0,2
greenwich village south-stuy town/peter cooper village,20,0,1
greenwich village south-stuy town/peter cooper village,21,0,1
greenwich village south-stuy town/peter cooper village,22,0,2
greenwich village south-stuy town/peter cooper village,23,0,2
greenwich village south-stuy town/peter cooper village,14,1,1
greenwich village south-stuy town/peter cooper village,15,1,1
greenwich village south-stuy town/peter cooper village,17,1,1
greenwich village south-stuy town/peter cooper village,18,1,4
greenwich village south-stuy town/peter cooper village,19,1,1
greenwich village south-stuy town/peter cooper village,20,1,2
greenwich village south-stuy town/peter cooper village,21,1,2
greenwich village south-stuy town/peter cooper village,22,1,3
greenwich village south-stuy town/peter cooper village,23,1,2
greenwich village south-stuy town/peter cooper village,11,2,1
greenwich village south-stuy town/peter cooper village,14,2,1
greenwich village south-stuy town/peter cooper village,15,2,2
greenwich village south-stuy town/peter cooper village,18,2,1
greenwich village south-stuy town/peter cooper village,19,2,1
greenwich village south-stuy town/peter cooper village,20,2,2
greenwich village south-stuy town/peter cooper village,21,2,6
greenwich village south-stuy town/peter cooper village,22,2,4
greenwich village south-stuy town/peter cooper village,23,2,3
greenwich village south-stuy town/peter cooper village,0,3,1
greenwich village south-stuy town/peter cooper village,15,3,1
greenwich village south-stuy town/peter cooper village,18,3,1
greenwich village south-stuy town/peter cooper village,19,3,2
greenwich village south-stuy town/peter cooper village,20,3,6
greenwich village south-stuy town/peter cooper village,21,3,3
greenwich village south-stuy town/peter cooper village,22,3,7
greenwich village south-stuy town/peter cooper village,23,3,9
greenwich village south-stuy town/peter cooper village,0,4,2
greenwich village south-stuy town/peter cooper village,1,4,1
greenwich village south-stuy town/peter cooper village,3,4,1
greenwich village south-stuy town/peter cooper village,14,4,2
greenwich village south-stuy town/peter cooper village,15,4,1
greenwich village south-stuy town/peter cooper village,16,4,2
greenwich village south-stuy town/peter cooper village,17,4,1
greenwich village south-stuy town/peter cooper village,18,4,4
greenwich village south-stuy town/peter cooper village,19,4,1
greenwich village south-stuy town/peter cooper village,20,4,1
greenwich village south-stuy town/peter cooper village,21,4,1
greenwich village south-stuy town/peter cooper village,22,4,2
greenwich village south-stuy town/peter cooper village,23,4,2
greenwich village south-stuy town/peter cooper village,0,5,2
greenwich village south-stuy town/peter cooper village,1,5,5
greenwich village south-stuy town/peter cooper village,2,5,3
greenwich village south-stuy town/peter cooper village,3,5,3
greenwich village south-stuy town/peter cooper village,4,5,3
greenwich village south-stuy town/peter cooper village,11,5,1
greenwich village south-stuy town/peter cooper village,14,5,1
greenwich village south-stuy town/peter cooper village,17,5,1
greenwich village south-stuy town/peter cooper village,18,5,2
greenwich village south-stuy town/peter cooper village,19,5,2
greenwich village south-stuy town/peter cooper village,21,5,2
greenwich village south-stuy town/peter cooper village,22,5,2
greenwich village south-stuy town/peter cooper village,23,5,3
greenwich village south-stuyvesant heights,2,0,1
greenwich village south-stuyvesant heights,17,1,1
greenwich village south-stuyvesant heights,21,1,1
greenwich village south-stuyvesant heights,22,1,2
greenwich village south-stuyvesant heights,0,3,2
greenwich village south-stuyvesant heights,3,3,1
greenwich village south-stuyvesant heights,14,3,1
greenwich village south-stuyvesant heights,20,3,1
greenwich village south-stuyvesant heights,0,4,1
greenwich village south-stuyvesant heights,1,4,3
greenwich village south-stuyvesant heights,2,4,1
greenwich village south-stuyvesant heights,18,4,1
greenwich village south-stuyvesant heights,23,4,1
greenwich village south-stuyvesant heights,0,5,1
greenwich village south-stuyvesant heights,1,5,1
greenwich village south-stuyvesant heights,3,5,1
greenwich village south-stuyvesant heights,4,5,1
greenwich village south-stuyvesant heights,21,5,1
greenwich village south-sunnyside,0,0,1
greenwich village south-sunnyside,1,0,1
greenwich village south-sunnyside,18,0,1
greenwich village south-sunnyside,23,0,1
greenwich village south-sunnyside,23,2,1
greenwich village south-sunnyside,2,3,1
greenwich village south-sunnyside,21,3,1
greenwich village south-sunnyside,0,4,1
greenwich village south-sunnyside,21,4,1
greenwich village south-sunnyside,22,4,1
greenwich village south-sunnyside,1,5,1
greenwich village south-sunnyside,3,5,1
greenwich village south-sunnyside,23,5,1
greenwich village south-sunset park east,2,0,1
greenwich village south-sunset park east,2,3,1
greenwich village south-sunset park east,20,4,1
greenwich village south-sunset park east,1,5,1
greenwich village south-sunset park east,3,5,1
greenwich village south-sunset park west,2,0,1
greenwich village south-sunset park west,23,0,1
greenwich village south-sunset park west,20,1,1
greenwich village south-sunset park west,17,3,1
greenwich village south-sunset park west,0,4,1
greenwich village south-sunset park west,19,4,1
greenwich village south-sunset park west,2,5,1
greenwich village south-sunset park west,17,5,1
greenwich village south-sunset park west,22,5,1
greenwich village south-sutton place/turtle bay north,0,0,1
greenwich village south-sutton place/turtle bay north,1,0,2
greenwich village south-sutton place/turtle bay north,2,0,1
greenwich village south-sutton place/turtle bay north,8,0,2
greenwich village south-sutton place/turtle bay north,10,0,1
greenwich village south-sutton place/turtle bay north,15,0,2
greenwich village south-sutton place/turtle bay north,16,0,2
greenwich village south-sutton place/turtle bay north,17,0,1
greenwich village south-sutton place/turtle bay north,18,0,5
greenwich village south-sutton place/turtle bay north,19,0,1
greenwich village south-sutton place/turtle bay north,20,0,2
greenwich village south-sutton place/turtle bay north,21,0,5
greenwich village south-sutton place/turtle bay north,22,0,4
greenwich village south-sutton place/turtle bay north,23,0,3
greenwich village south-sutton place/turtle bay north,0,1,6
greenwich village south-sutton place/turtle bay north,8,1,1
greenwich village south-sutton place/turtle bay north,10,1,1
greenwich village south-sutton place/turtle bay north,11,1,1
greenwich village south-sutton place/turtle bay north,13,1,1
greenwich village south-sutton place/turtle bay north,16,1,2
greenwich village south-sutton place/turtle bay north,17,1,2
greenwich village south-sutton place/turtle bay north,18,1,5
greenwich village south-sutton place/turtle bay north,19,1,1
greenwich village south-sutton place/turtle bay north,20,1,5
greenwich village south-sutton place/turtle bay north,21,1,7
greenwich village south-sutton place/turtle bay north,22,1,7
greenwich village south-sutton place/turtle bay north,23,1,5
greenwich village south-sutton place/turtle bay north,0,2,2
greenwich village south-sutton place/turtle bay north,1,2,1
greenwich village south-sutton place/turtle bay north,2,2,1
greenwich village south-sutton place/turtle bay north,8,2,3
greenwich village south-sutton place/turtle bay north,11,2,1
greenwich village south-sutton place/turtle bay north,17,2,3
greenwich village south-sutton place/turtle bay north,18,2,3
greenwich village south-sutton place/turtle bay north,19,2,3
greenwich village south-sutton place/turtle bay north,20,2,6
greenwich village south-sutton place/turtle bay north,21,2,5
greenwich village south-sutton place/turtle bay north,22,2,9
greenwich village south-sutton place/turtle bay north,23,2,9
greenwich village south-sutton place/turtle bay north,0,3,2
greenwich village south-sutton place/turtle bay north,3,3,1
greenwich village south-sutton place/turtle bay north,7,3,1
greenwich village south-sutton place/turtle bay north,8,3,2
greenwich village south-sutton place/turtle bay north,10,3,1
greenwich village south-sutton place/turtle bay north,14,3,4
greenwich village south-sutton place/turtle bay north,15,3,1
greenwich village south-sutton place/turtle bay north,17,3,1
greenwich village south-sutton place/turtle bay north,18,3,1
greenwich village south-sutton place/turtle bay north,19,3,2
greenwich village south-sutton place/turtle bay north,20,3,8
greenwich village south-sutton place/turtle bay north,21,3,5
greenwich village south-sutton place/turtle bay north,22,3,8
greenwich village south-sutton place/turtle bay north,23,3,10
greenwich village south-sutton place/turtle bay north,0,4,5
greenwich village south-sutton place/turtle bay north,1,4,2
greenwich village south-sutton place/turtle bay north,2,4,3
greenwich village south-sutton place/turtle bay north,8,4,5
greenwich village south-sutton place/turtle bay north,9,4,1
greenwich village south-sutton place/turtle bay north,10,4,1
greenwich village south-sutton place/turtle bay north,11,4,3
greenwich village south-sutton place/turtle bay north,12,4,1
greenwich village south-sutton place/turtle bay north,14,4,2
greenwich village south-sutton place/turtle bay north,15,4,3
greenwich village south-sutton place/turtle bay north,17,4,2
greenwich village south-sutton place/turtle bay north,18,4,4
greenwich village south-sutton place/turtle bay north,19,4,2
greenwich village south-sutton place/turtle bay north,20,4,2
greenwich village south-sutton place/turtle bay north,21,4,10
greenwich village south-sutton place/turtle bay north,22,4,6
greenwich village south-sutton place/turtle bay north,23,4,13
greenwich village south-sutton place/turtle bay north,0,5,12
greenwich village south-sutton place/turtle bay north,1,5,10
greenwich village south-sutton place/turtle bay north,2,5,7
greenwich village south-sutton place/turtle bay north,3,5,1
greenwich village south-sutton place/turtle bay north,7,5,1
greenwich village south-sutton place/turtle bay north,8,5,1
greenwich village south-sutton place/turtle bay north,14,5,1
greenwich village south-sutton place/turtle bay north,15,5,2
greenwich village south-sutton place/turtle bay north,16,5,1
greenwich village south-sutton place/turtle bay north,17,5,3
greenwich village south-sutton place/turtle bay north,18,5,3
greenwich village south-sutton place/turtle bay north,19,5,4
greenwich village south-sutton place/turtle bay north,20,5,3
greenwich village south-sutton place/turtle bay north,21,5,5
greenwich village south-sutton place/turtle bay north,22,5,13
greenwich village south-sutton place/turtle bay north,23,5,6
greenwich village south-times sq/theatre district,0,0,6
greenwich village south-times sq/theatre district,1,0,4
greenwich village south-times sq/theatre district,4,0,1
greenwich village south-times sq/theatre district,6,0,1
greenwich village south-times sq/theatre district,7,0,4
greenwich village south-times sq/theatre district,8,0,2
greenwich village south-times sq/theatre district,10,0,1
greenwich village south-times sq/theatre district,11,0,1
greenwich village south-times sq/theatre district,12,0,5
greenwich village south-times sq/theatre district,13,0,2
greenwich village south-times sq/theatre district,14,0,4
greenwich village south-times sq/theatre district,15,0,3
greenwich village south-times sq/theatre district,16,0,4
greenwich village south-times sq/theatre district,17,0,3
greenwich village south-times sq/theatre district,18,0,6
greenwich village south-times sq/theatre district,19,0,3
greenwich village south-times sq/theatre district,20,0,5
greenwich village south-times sq/theatre district,21,0,7
greenwich village south-times sq/theatre district,22,0,12
greenwich village south-times sq/theatre district,23,0,8
greenwich village south-times sq/theatre district,0,1,5
greenwich village south-times sq/theatre district,1,1,3
greenwich village south-times sq/theatre district,2,1,1
greenwich village south-times sq/theatre district,4,1,1
greenwich village south-times sq/theatre district,7,1,6
greenwich village south-times sq/theatre district,8,1,1
greenwich village south-times sq/theatre district,9,1,2
greenwich village south-times sq/theatre district,10,1,3
greenwich village south-times sq/theatre district,11,1,4
greenwich village south-times sq/theatre district,13,1,3
greenwich village south-times sq/theatre district,14,1,6
greenwich village south-times sq/theatre district,15,1,6
greenwich village south-times sq/theatre district,16,1,7
greenwich village south-times sq/theatre district,17,1,8
greenwich village south-times sq/theatre district,18,1,6
greenwich village south-times sq/theatre district,19,1,6
greenwich village south-times sq/theatre district,20,1,6
greenwich village south-times sq/theatre district,21,1,9
greenwich village south-times sq/theatre district,22,1,5
greenwich village south-times sq/theatre district,23,1,17
greenwich village south-times sq/theatre district,0,2,7
greenwich village south-times sq/theatre district,1,2,5
greenwich village south-times sq/theatre district,2,2,3
greenwich village south-times sq/theatre district,6,2,1
greenwich village south-times sq/theatre district,7,2,3
greenwich village south-times sq/theatre district,8,2,2
greenwich village south-times sq/theatre district,10,2,2
greenwich village south-times sq/theatre district,11,2,2
greenwich village south-times sq/theatre district,12,2,2
greenwich village south-times sq/theatre district,13,2,1
greenwich village south-times sq/theatre district,14,2,4
greenwich village south-times sq/theatre district,15,2,6
greenwich village south-times sq/theatre district,16,2,7
greenwich village south-times sq/theatre district,17,2,3
greenwich village south-times sq/theatre district,18,2,3
greenwich village south-times sq/theatre district,19,2,8
greenwich village south-times sq/theatre district,20,2,5
greenwich village south-times sq/theatre district,21,2,9
greenwich village south-times sq/theatre district,22,2,8
greenwich village south-times sq/theatre district,23,2,10
greenwich village south-times sq/theatre district,0,3,18
greenwich village south-times sq/theatre district,1,3,7
greenwich village south-times sq/theatre district,2,3,2
greenwich village south-times sq/theatre district,3,3,2
greenwich village south-times sq/theatre district,6,3,2
greenwich village south-times sq/theatre district,7,3,5
greenwich village south-times sq/theatre district,8,3,2
greenwich village south-times sq/theatre district,9,3,2
greenwich village south-times sq/theatre district,10,3,1
greenwich village south-times sq/theatre district,11,3,3
greenwich village south-times sq/theatre district,12,3,3
greenwich village south-times sq/theatre district,13,3,2
greenwich village south-times sq/theatre district,14,3,6
greenwich village south-times sq/theatre district,15,3,5
greenwich village south-times sq/theatre district,16,3,12
greenwich village south-times sq/theatre district,17,3,4
greenwich village south-times sq/theatre district,18,3,9
greenwich village south-times sq/theatre district,19,3,3
greenwich village south-times sq/theatre district,20,3,5
greenwich village south-times sq/theatre district,21,3,9
greenwich village south-times sq/theatre district,22,3,10
greenwich village south-times sq/theatre district,23,3,13
greenwich village south-times sq/theatre district,0,4,16
greenwich village south-times sq/theatre district,1,4,6
greenwich village south-times sq/theatre district,2,4,3
greenwich village south-times sq/theatre district,3,4,3
greenwich village south-times sq/theatre district,4,4,1
greenwich village south-times sq/theatre district,6,4,1
greenwich village south-times sq/theatre district,7,4,1
greenwich village south-times sq/theatre district,8,4,4
greenwich village south-times sq/theatre district,9,4,2
greenwich village south-times sq/theatre district,11,4,1
