od,hora_do_dia,dia_da_semana,n_viagens
financial district north-boerum hill,16,3,2
financial district north-boerum hill,18,3,2
financial district north-boerum hill,19,3,4
financial district north-boerum hill,20,3,3
financial district north-boerum hill,21,3,1
financial district north-boerum hill,22,3,1
financial district north-boerum hill,23,3,3
financial district north-borough park,14,1,1
financial district north-borough park,16,1,1
financial district north-breezy point/fort tilden/riis beach,17,1,1
financial district north-bronxdale,16,3,1
financial district north-brooklyn heights,1,0,1
financial district north-brooklyn heights,3,0,1
financial district north-brooklyn heights,12,0,1
financial district north-brooklyn heights,15,0,1
financial district north-brooklyn heights,16,0,2
financial district north-brooklyn heights,17,0,1
financial district north-brooklyn heights,18,0,1
financial district north-brooklyn heights,19,0,1
financial district north-brooklyn heights,20,0,3
financial district north-brooklyn heights,21,0,2
financial district north-brooklyn heights,10,1,1
financial district north-brooklyn heights,12,1,1
financial district north-brooklyn heights,14,1,1
financial district north-brooklyn heights,15,1,3
financial district north-brooklyn heights,16,1,1
financial district north-brooklyn heights,17,1,3
financial district north-brooklyn heights,18,1,1
financial district north-brooklyn heights,20,1,1
financial district north-brooklyn heights,21,1,4
financial district north-brooklyn heights,22,1,1
financial district north-brooklyn heights,8,2,1
financial district north-brooklyn heights,10,2,2
financial district north-brooklyn heights,11,2,2
financial district north-brooklyn heights,13,2,1
financial district north-brooklyn heights,15,2,3
financial district north-brooklyn heights,16,2,1
financial district north-brooklyn heights,17,2,3
financial district north-brooklyn heights,18,2,2
financial district north-brooklyn heights,19,2,1
financial district north-brooklyn heights,20,2,2
financial district north-brooklyn heights,21,2,2
financial district north-brooklyn heights,22,2,1
financial district north-brooklyn heights,8,3,1
financial district north-brooklyn heights,9,3,1
financial district north-brooklyn heights,11,3,1
financial district north-brooklyn heights,13,3,1
financial district north-brooklyn heights,15,3,1
financial district north-brooklyn heights,16,3,3
financial district north-brooklyn heights,17,3,3
financial district north-brooklyn heights,18,3,8
financial district north-brooklyn heights,19,3,1
financial district north-brooklyn heights,20,3,1
financial district north-brooklyn heights,21,3,2
financial district north-brooklyn heights,22,3,2
financial district north-brooklyn heights,23,3,1
financial district north-brooklyn navy yard,9,0,1
financial district north-brooklyn navy yard,11,1,1
financial district north-brooklyn navy yard,8,3,1
financial district north-brooklyn navy yard,11,3,1
financial district north-brownsville,16,1,1
financial district north-brownsville,17,1,1
financial district north-brownsville,19,1,1
financial district north-bushwick north,18,1,1
financial district north-bushwick south,1,0,1
financial district north-bushwick south,1,1,1
financial district north-bushwick south,20,1,2
financial district north-bushwick south,17,2,1
financial district north-bushwick south,18,3,1
financial district north-canarsie,8,0,2
financial district north-canarsie,8,1,1
financial district north-canarsie,9,2,1
financial district north-canarsie,8,3,1
financial district north-canarsie,13,3,1
financial district north-carroll gardens,2,0,1
financial district north-carroll gardens,14,0,1
financial district north-carroll gardens,19,0,1
financial district north-carroll gardens,22,0,1
financial district north-carroll gardens,17,1,1
financial district north-carroll gardens,19,1,2
financial district north-carroll gardens,13,2,1
financial district north-carroll gardens,18,2,3
financial district north-carroll gardens,20,2,1
financial district north-carroll gardens,21,2,2
financial district north-carroll gardens,15,3,1
financial district north-carroll gardens,18,3,2
financial district north-carroll gardens,20,3,1
financial district north-central harlem,1,0,1
financial district north-central harlem,2,0,1
financial district north-central harlem,21,0,1
financial district north-central harlem,0,1,1
financial district north-central harlem,16,1,1
financial district north-central harlem,18,1,1
financial district north-central harlem,19,1,2
financial district north-central harlem,20,2,1
financial district north-central harlem,18,3,1
financial district north-central harlem,19,3,1
financial district north-central harlem,20,3,1
financial district north-central harlem,21,3,1
financial district north-central harlem north,20,0,1
financial district north-central harlem north,17,1,1
financial district north-central harlem north,19,1,1
financial district north-central harlem north,9,2,1
financial district north-central harlem north,15,2,2
financial district north-central harlem north,19,2,1
financial district north-central harlem north,20,2,3
financial district north-central harlem north,21,2,1
financial district north-central harlem north,22,2,2
financial district north-central harlem north,16,3,1
financial district north-central harlem north,17,3,1
financial district north-central harlem north,18,3,1
financial district north-central harlem north,21,3,3
financial district north-central harlem north,22,3,1
financial district north-central park,0,0,1
financial district north-central park,1,0,1
financial district north-central park,11,0,1
financial district north-central park,18,0,1
financial district north-central park,19,0,1
financial district north-central park,12,1,1
financial district north-central park,15,1,1
financial district north-central park,17,1,1
financial district north-central park,19,1,2
financial district north-central park,9,2,1
financial district north-central park,11,2,1
financial district north-central park,15,2,1
financial district north-central park,18,2,1
financial district north-central park,20,2,1
financial district north-central park,10,3,1
financial district north-central park,11,3,1
financial district north-central park,14,3,1
financial district north-central park,15,3,1
financial district north-central park,20,3,2
financial district north-central park,21,3,1
financial district north-chinatown,0,0,1
financial district north-chinatown,1,0,1
financial district north-chinatown,2,0,2
financial district north-chinatown,8,0,3
financial district north-chinatown,9,0,1
financial district north-chinatown,10,0,3
financial district north-chinatown,12,0,2
financial district north-chinatown,13,0,2
financial district north-chinatown,14,0,4
financial district north-chinatown,15,0,6
financial district north-chinatown,16,0,2
financial district north-chinatown,17,0,1
financial district north-chinatown,18,0,5
financial district north-chinatown,19,0,1
financial district north-chinatown,20,0,2
financial district north-chinatown,0,1,1
financial district north-chinatown,7,1,1
financial district north-chinatown,8,1,4
financial district north-chinatown,9,1,2
financial district north-chinatown,10,1,3
financial district north-chinatown,11,1,1
financial district north-chinatown,12,1,2
financial district north-chinatown,13,1,3
financial district north-chinatown,14,1,2
financial district north-chinatown,15,1,2
financial district north-chinatown,16,1,2
financial district north-chinatown,18,1,4
financial district north-chinatown,19,1,3
financial district north-chinatown,20,1,1
financial district north-chinatown,21,1,2
financial district north-chinatown,1,2,1
financial district north-chinatown,7,2,1
financial district north-chinatown,8,2,3
financial district north-chinatown,9,2,6
financial district north-chinatown,10,2,1
financial district north-chinatown,11,2,2
financial district north-chinatown,12,2,4
financial district north-chinatown,13,2,2
financial district north-chinatown,14,2,4
financial district north-chinatown,15,2,3
financial district north-chinatown,16,2,1
financial district north-chinatown,17,2,1
financial district north-chinatown,18,2,3
financial district north-chinatown,19,2,2
financial district north-chinatown,0,3,1
financial district north-chinatown,3,3,1
financial district north-chinatown,4,3,1
financial district north-chinatown,6,3,1
financial district north-chinatown,7,3,2
financial district north-chinatown,8,3,3
financial district north-chinatown,9,3,3
financial district north-chinatown,10,3,2
financial district north-chinatown,11,3,2
financial district north-chinatown,12,3,2
financial district north-chinatown,13,3,2
financial district north-chinatown,14,3,3
financial district north-chinatown,15,3,1
financial district north-chinatown,16,3,1
financial district north-chinatown,18,3,3
financial district north-chinatown,19,3,7
financial district north-chinatown,20,3,2
financial district north-chinatown,21,3,1
financial district north-chinatown,23,3,1
financial district north-clinton east,0,0,2
financial district north-clinton east,1,0,3
financial district north-clinton east,2,0,1
financial district north-clinton east,3,0,1
financial district north-clinton east,10,0,1
financial district north-clinton east,14,0,2
financial district north-clinton east,15,0,1
financial district north-clinton east,16,0,1
financial district north-clinton east,17,0,2
financial district north-clinton east,19,0,1
financial district north-clinton east,22,0,2
financial district north-clinton east,23,0,1
financial district north-clinton east,7,1,1
financial district north-clinton east,8,1,1
financial district north-clinton east,12,1,1
financial district north-clinton east,13,1,2
financial district north-clinton east,14,1,3
financial district north-clinton east,16,1,1
financial district north-clinton east,17,1,2
financial district north-clinton east,18,1,4
financial district north-clinton east,19,1,2
financial district north-clinton east,20,1,2
financial district north-clinton east,21,1,1
financial district north-clinton east,22,1,3
financial district north-clinton east,23,1,1
financial district north-clinton east,11,2,1
financial district north-clinton east,12,2,1
financial district north-clinton east,13,2,3
financial district north-clinton east,16,2,4
financial district north-clinton east,17,2,3
financial district north-clinton east,18,2,3
financial district north-clinton east,19,2,4
financial district north-clinton east,20,2,3
financial district north-clinton east,21,2,3
financial district north-clinton east,22,2,5
financial district north-clinton east,9,3,2
financial district north-clinton east,13,3,3
financial district north-clinton east,15,3,2
financial district north-clinton east,16,3,3
financial district north-clinton east,17,3,2
financial district north-clinton east,19,3,5
financial district north-clinton east,20,3,5
financial district north-clinton east,21,3,1
financial district north-clinton east,22,3,1
financial district north-clinton east,23,3,3
financial district north-clinton hill,0,0,1
financial district north-clinton hill,13,0,1
financial district north-clinton hill,18,0,1
financial district north-clinton hill,21,0,1
financial district north-clinton hill,22,0,1
financial district north-clinton hill,11,1,1
financial district north-clinton hill,17,1,2
financial district north-clinton hill,0,2,1
financial district north-clinton hill,14,2,1
financial district north-clinton hill,16,2,1
financial district north-clinton hill,17,2,1
financial district north-clinton hill,19,2,3
financial district north-clinton hill,20,2,2
financial district north-clinton hill,21,2,2
financial district north-clinton hill,23,2,2
financial district north-clinton hill,15,3,1
financial district north-clinton hill,17,3,1
financial district north-clinton hill,19,3,1
financial district north-clinton west,2,0,3
financial district north-clinton west,10,0,1
financial district north-clinton west,12,0,1
financial district north-clinton west,13,0,1
financial district north-clinton west,14,0,1
financial district north-clinton west,16,0,1
financial district north-clinton west,17,0,2
financial district north-clinton west,19,0,1
financial district north-clinton west,8,1,1
financial district north-clinton west,10,1,1
financial district north-clinton west,11,1,1
financial district north-clinton west,12,1,1
financial district north-clinton west,14,1,2
financial district north-clinton west,16,1,3
financial district north-clinton west,22,1,1
financial district north-clinton west,8,2,1
financial district north-clinton west,11,2,2
financial district north-clinton west,18,2,2
financial district north-clinton west,22,2,1
financial district north-clinton west,23,2,1
financial district north-clinton west,9,3,1
financial district north-clinton west,12,3,1
financial district north-clinton west,13,3,1
financial district north-clinton west,14,3,2
financial district north-clinton west,15,3,1
financial district north-clinton west,16,3,4
financial district north-clinton west,17,3,4
financial district north-clinton west,18,3,1
financial district north-clinton west,19,3,1
financial district north-clinton west,21,3,1
financial district north-co-op city,1,0,1
financial district north-co-op city,17,0,1
financial district north-cobble hill,15,0,1
financial district north-cobble hill,17,0,1
financial district north-cobble hill,22,0,1
financial district north-cobble hill,14,1,1
financial district north-cobble hill,21,1,1
financial district north-cobble hill,16,2,1
financial district north-cobble hill,18,2,1
financial district north-cobble hill,19,2,1
financial district north-cobble hill,20,2,3
financial district north-cobble hill,21,2,2
financial district north-cobble hill,0,3,1
financial district north-cobble hill,13,3,1
financial district north-cobble hill,17,3,1
financial district north-cobble hill,20,3,1
financial district north-cobble hill,21,3,1
financial district north-cobble hill,22,3,1
financial district north-columbia street,20,3,2
financial district north-crown heights north,2,0,1
financial district north-crown heights north,11,0,1
financial district north-crown heights north,12,0,1
financial district north-crown heights north,13,0,1
financial district north-crown heights north,13,1,1
financial district north-crown heights north,14,2,1
financial district north-crown heights north,15,2,1
financial district north-crown heights north,23,2,1
financial district north-crown heights north,19,3,1
financial district north-crown heights north,20,3,1
financial district north-crown heights north,21,3,1
financial district north-crown heights north,22,3,1
financial district north-crown heights south,19,1,1
financial district north-crown heights south,23,1,1
financial district north-crown heights south,17,2,1
financial district north-crown heights south,23,3,1
financial district north-douglaston,21,1,1
financial district north-downtown brooklyn/metrotech,3,0,1
financial district north-downtown brooklyn/metrotech,14,0,1
financial district north-downtown brooklyn/metrotech,16,0,2
financial district north-downtown brooklyn/metrotech,19,0,1
financial district north-downtown brooklyn/metrotech,21,0,1
financial district north-downtown brooklyn/metrotech,23,0,1
financial district north-downtown brooklyn/metrotech,13,1,1
financial district north-downtown brooklyn/metrotech,14,1,1
financial district north-downtown brooklyn/metrotech,15,1,3
financial district north-downtown brooklyn/metrotech,17,1,1
financial district north-downtown brooklyn/metrotech,19,1,2
financial district north-downtown brooklyn/metrotech,20,1,1
financial district north-downtown brooklyn/metrotech,23,1,1
financial district north-downtown brooklyn/metrotech,9,2,1
financial district north-downtown brooklyn/metrotech,11,2,1
financial district north-downtown brooklyn/metrotech,16,2,1
financial district north-downtown brooklyn/metrotech,17,2,2
financial district north-downtown brooklyn/metrotech,18,2,1
financial district north-downtown brooklyn/metrotech,19,2,1
financial district north-downtown brooklyn/metrotech,20,2,1
financial district north-downtown brooklyn/metrotech,14,3,1
financial district north-downtown brooklyn/metrotech,18,3,1
financial district north-downtown brooklyn/metrotech,19,3,1
financial district north-downtown brooklyn/metrotech,22,3,1
financial district north-downtown brooklyn/metrotech,23,3,2
financial district north-dumbo/vinegar hill,9,0,1
financial district north-dumbo/vinegar hill,11,0,1
financial district north-dumbo/vinegar hill,12,0,2
financial district north-dumbo/vinegar hill,13,0,2
financial district north-dumbo/vinegar hill,16,0,1
financial district north-dumbo/vinegar hill,17,0,1
financial district north-dumbo/vinegar hill,19,0,2
financial district north-dumbo/vinegar hill,20,0,2
financial district north-dumbo/vinegar hill,21,0,3
financial district north-dumbo/vinegar hill,7,1,1
financial district north-dumbo/vinegar hill,11,1,3
financial district north-dumbo/vinegar hill,12,1,3
financial district north-dumbo/vinegar hill,13,1,1
financial district north-dumbo/vinegar hill,15,1,3
financial district north-dumbo/vinegar hill,16,1,1
financial district north-dumbo/vinegar hill,18,1,1
financial district north-dumbo/vinegar hill,19,1,1
financial district north-dumbo/vinegar hill,20,1,1
financial district north-dumbo/vinegar hill,21,1,1
financial district north-dumbo/vinegar hill,22,1,2
financial district north-dumbo/vinegar hill,9,2,2
financial district north-dumbo/vinegar hill,12,2,1
financial district north-dumbo/vinegar hill,13,2,2
financial district north-dumbo/vinegar hill,14,2,1
financial district north-dumbo/vinegar hill,15,2,1
financial district north-dumbo/vinegar hill,16,2,1
financial district north-dumbo/vinegar hill,18,2,2
financial district north-dumbo/vinegar hill,20,2,3
financial district north-dumbo/vinegar hill,22,2,2
financial district north-dumbo/vinegar hill,23,2,1
financial district north-dumbo/vinegar hill,9,3,1
financial district north-dumbo/vinegar hill,10,3,2
financial district north-dumbo/vinegar hill,12,3,1
financial district north-dumbo/vinegar hill,13,3,2
financial district north-dumbo/vinegar hill,14,3,3
financial district north-dumbo/vinegar hill,16,3,1
financial district north-dumbo/vinegar hill,17,3,2
financial district north-dumbo/vinegar hill,18,3,1
financial district north-dumbo/vinegar hill,19,3,3
financial district north-dumbo/vinegar hill,20,3,4
financial district north-dumbo/vinegar hill,21,3,1
financial district north-dumbo/vinegar hill,22,3,1
financial district north-dumbo/vinegar hill,23,3,1
financial district north-dyker heights,18,0,1
financial district north-dyker heights,13,2,1
financial district north-east chelsea,0,0,1
financial district north-east chelsea,1,0,1
financial district north-east chelsea,3,0,1
financial district north-east chelsea,6,0,1
financial district north-east chelsea,7,0,2
financial district north-east chelsea,8,0,2
financial district north-east chelsea,10,0,2
financial district north-east chelsea,11,0,4
financial district north-east chelsea,12,0,6
financial district north-east chelsea,13,0,1
financial district north-east chelsea,14,0,2
financial district north-east chelsea,15,0,5
financial district north-east chelsea,16,0,4
financial district north-east chelsea,17,0,3
financial district north-east chelsea,18,0,4
financial district north-east chelsea,23,0,2
financial district north-east chelsea,0,1,2
financial district north-east chelsea,6,1,1
financial district north-east chelsea,7,1,2
financial district north-east chelsea,9,1,2
financial district north-east chelsea,10,1,1
financial district north-east chelsea,12,1,2
financial district north-east chelsea,13,1,2
financial district north-east chelsea,14,1,1
financial district north-east chelsea,15,1,5
financial district north-east chelsea,16,1,2
financial district north-east chelsea,17,1,3
financial district north-east chelsea,18,1,3
financial district north-east chelsea,19,1,3
financial district north-east chelsea,20,1,2
financial district north-east chelsea,21,1,2
financial district north-east chelsea,22,1,1
financial district north-east chelsea,7,2,1
financial district north-east chelsea,8,2,2
financial district north-east chelsea,9,2,3
financial district north-east chelsea,10,2,1
financial district north-east chelsea,11,2,7
financial district north-east chelsea,12,2,1
financial district north-east chelsea,13,2,3
financial district north-east chelsea,14,2,1
financial district north-east chelsea,15,2,3
financial district north-east chelsea,16,2,2
financial district north-east chelsea,17,2,2
financial district north-east chelsea,18,2,6
financial district north-east chelsea,19,2,5
financial district north-east chelsea,20,2,1
financial district north-east chelsea,21,2,5
financial district north-east chelsea,22,2,2
financial district north-east chelsea,23,2,2
financial district north-east chelsea,0,3,1
financial district north-east chelsea,4,3,1
financial district north-east chelsea,5,3,1
financial district north-east chelsea,6,3,3
financial district north-east chelsea,7,3,1
financial district north-east chelsea,8,3,1
financial district north-east chelsea,9,3,1
financial district north-east chelsea,10,3,4
financial district north-east chelsea,11,3,3
financial district north-east chelsea,12,3,3
financial district north-east chelsea,13,3,4
financial district north-east chelsea,14,3,3
financial district north-east chelsea,15,3,9
financial district north-east chelsea,16,3,5
financial district north-east chelsea,17,3,5
financial district north-east chelsea,18,3,5
financial district north-east chelsea,19,3,7
financial district north-east chelsea,20,3,1
financial district north-east chelsea,21,3,2
financial district north-east chelsea,22,3,3
financial district north-east chelsea,23,3,2
financial district north-east concourse/concourse village,13,0,1
financial district north-east concourse/concourse village,1,2,1
financial district north-east concourse/concourse village,22,2,1
financial district north-east concourse/concourse village,23,3,1
financial district north-east flatbush/farragut,8,0,1
financial district north-east flatbush/farragut,17,3,1
financial district north-east flatbush/remsen village,2,0,1
financial district north-east harlem north,2,0,1
financial district north-east harlem north,17,0,2
financial district north-east harlem north,23,0,1
financial district north-east harlem north,0,1,1
financial district north-east harlem north,14,1,1
financial district north-east harlem north,17,1,4
financial district north-east harlem north,16,2,1
financial district north-east harlem north,17,2,4
financial district north-east harlem north,19,2,1
financial district north-east harlem north,23,2,1
financial district north-east harlem north,0,3,1
financial district north-east harlem north,8,3,1
financial district north-east harlem north,17,3,3
financial district north-east harlem south,0,0,1
financial district north-east harlem south,2,0,1
financial district north-east harlem south,11,0,1
financial district north-east harlem south,12,0,2
financial district north-east harlem south,18,0,1
financial district north-east harlem south,21,0,1
financial district north-east harlem south,7,1,1
financial district north-east harlem south,10,1,1
financial district north-east harlem south,13,1,1
financial district north-east harlem south,16,1,1
financial district north-east harlem south,18,1,1
financial district north-east harlem south,21,1,1
financial district north-east harlem south,22,1,1
financial district north-east harlem south,23,1,1
financial district north-east harlem south,6,2,2
financial district north-east harlem south,10,2,1
financial district north-east harlem south,14,2,1
financial district north-east harlem south,16,2,1
financial district north-east harlem south,18,2,4
financial district north-east harlem south,20,2,1
financial district north-east harlem south,23,2,1
financial district north-east harlem south,11,3,1
financial district north-east harlem south,13,3,1
financial district north-east harlem south,15,3,1
financial district north-east harlem south,18,3,2
financial district north-east harlem south,19,3,1
financial district north-east harlem south,20,3,2
financial district north-east new york/pennsylvania avenue,0,3,1
financial district north-east new york/pennsylvania avenue,23,3,1
financial district north-east village,0,0,3
financial district north-east village,1,0,8
financial district north-east village,2,0,6
financial district north-east village,3,0,4
financial district north-east village,4,0,1
financial district north-east village,6,0,1
financial district north-east village,8,0,1
financial district north-east village,10,0,1
financial district north-east village,11,0,1
financial district north-east village,12,0,5
financial district north-east village,13,0,4
financial district north-east village,14,0,4
financial district north-east village,15,0,2
financial district north-east village,16,0,4
financial district north-east village,17,0,8
financial district north-east village,18,0,12
financial district north-east village,19,0,2
financial district north-east village,20,0,3
financial district north-east village,21,0,5
financial district north-east village,22,0,4
financial district north-east village,0,1,1
financial district north-east village,5,1,1
financial district north-east village,7,1,2
financial district north-east village,10,1,1
financial district north-east village,12,1,1
financial district north-east village,13,1,3
financial district north-east village,14,1,1
financial district north-east village,15,1,3
financial district north-east village,16,1,5
financial district north-east village,17,1,11
financial district north-east village,18,1,18
financial district north-east village,19,1,7
financial district north-east village,20,1,6
financial district north-east village,21,1,7
financial district north-east village,22,1,8
financial district north-east village,23,1,2
financial district north-east village,0,2,1
financial district north-east village,2,2,1
financial district north-east village,7,2,1
financial district north-east village,9,2,1
financial district north-east village,10,2,3
financial district north-east village,11,2,1
financial district north-east village,12,2,2
financial district north-east village,13,2,2
financial district north-east village,14,2,3
financial district north-east village,15,2,1
financial district north-east village,16,2,8
financial district north-east village,17,2,15
financial district north-east village,18,2,11
financial district north-east village,19,2,18
financial district north-east village,20,2,10
financial district north-east village,21,2,7
financial district north-east village,22,2,6
financial district north-east village,23,2,1
financial district north-east village,2,3,1
financial district north-east village,5,3,1
financial district north-east village,9,3,3
financial district north-east village,12,3,1
financial district north-east village,13,3,2
financial district north-east village,14,3,2
financial district north-east village,15,3,1
financial district north-east village,16,3,4
financial district north-east village,17,3,12
financial district north-east village,18,3,13
financial district north-east village,19,3,7
financial district north-east village,20,3,5
financial district north-east village,21,3,11
financial district north-east village,22,3,6
financial district north-east village,23,3,7
financial district north-east williamsburg,3,0,1
financial district north-east williamsburg,16,0,1
financial district north-east williamsburg,23,0,1
financial district north-east williamsburg,12,1,1
financial district north-east williamsburg,15,1,1
financial district north-east williamsburg,10,2,1
financial district north-east williamsburg,18,2,1
financial district north-east williamsburg,21,2,1
financial district north-east williamsburg,14,3,1
financial district north-east williamsburg,16,3,2
financial district north-east williamsburg,22,3,1
financial district north-elmhurst,21,1,1
financial district north-eltingville/annadale/prince's bay,21,0,1
financial district north-eltingville/annadale/prince's bay,20,3,1
financial district north-eltingville/annadale/prince's bay,21,3,1
financial district north-erasmus,15,2,1
financial district north-financial district north,0,0,3
financial district north-financial district north,1,0,5
financial district north-financial district north,2,0,2
financial district north-financial district north,3,0,1
financial district north-financial district north,4,0,1
financial district north-financial district north,6,0,1
financial district north-financial district north,7,0,2
financial district north-financial district north,8,0,3
financial district north-financial district north,9,0,1
financial district north-financial district north,10,0,1
financial district north-financial district north,11,0,3
financial district north-financial district north,12,0,2
financial district north-financial district north,14,0,1
financial district north-financial district north,15,0,2
financial district north-financial district north,16,0,8
financial district north-financial district north,17,0,1
financial district north-financial district north,18,0,3
financial district north-financial district north,19,0,2
financial district north-financial district north,20,0,1
financial district north-financial district north,21,0,3
financial district north-financial district north,23,0,2
financial district north-financial district north,1,1,1
financial district north-financial district north,4,1,1
financial district north-financial district north,7,1,1
financial district north-financial district north,8,1,1
financial district north-financial district north,11,1,1
financial district north-financial district north,12,1,7
financial district north-financial district north,13,1,1
financial district north-financial district north,14,1,2
financial district north-financial district north,15,1,5
financial district north-financial district north,16,1,3
financial district north-financial district north,17,1,5
financial district north-financial district north,18,1,10
financial district north-financial district north,19,1,2
financial district north-financial district north,20,1,4
financial district north-financial district north,21,1,2
financial district north-financial district north,22,1,4
financial district north-financial district north,0,2,2
financial district north-financial district north,1,2,1
financial district north-financial district north,2,2,1
financial district north-financial district north,3,2,2
financial district north-financial district north,6,2,2
financial district north-financial district north,7,2,1
financial district north-financial district north,8,2,1
financial district north-financial district north,9,2,1
financial district north-financial district north,10,2,1
financial district north-financial district north,11,2,1
financial district north-financial district north,13,2,3
financial district north-financial district north,14,2,4
financial district north-financial district north,15,2,1
financial district north-financial district north,17,2,7
financial district north-financial district north,18,2,7
financial district north-financial district north,19,2,2
financial district north-financial district north,20,2,5
financial district north-financial district north,21,2,1
financial district north-financial district north,22,2,4
financial district north-financial district north,23,2,3
financial district north-financial district north,0,3,3
financial district north-financial district north,2,3,1
financial district north-financial district north,6,3,2
financial district north-financial district north,7,3,2
financial district north-financial district north,8,3,1
financial district north-financial district north,9,3,1
financial district north-financial district north,13,3,2
financial district north-financial district north,14,3,2
financial district north-financial district north,15,3,3
financial district north-financial district north,16,3,6
financial district north-financial district north,17,3,3
financial district north-financial district north,18,3,5
financial district north-financial district north,19,3,3
financial district north-financial district north,20,3,3
financial district north-financial district north,21,3,1
financial district north-financial district north,22,3,7
financial district north-financial district north,23,3,2
financial district north-financial district south,1,0,2
financial district north-financial district south,3,0,1
financial district north-financial district south,12,0,1
financial district north-financial district south,13,0,4
financial district north-financial district south,14,0,3
financial district north-financial district south,15,0,1
financial district north-financial district south,16,0,1
financial district north-financial district south,17,0,2
financial district north-financial district south,18,0,1
financial district north-financial district south,19,0,2
financial district north-financial district south,20,0,1
financial district north-financial district south,21,0,2
financial district north-financial district south,8,1,2
financial district north-financial district south,9,1,1
financial district north-financial district south,11,1,2
financial district north-financial district south,12,1,2
financial district north-financial district south,13,1,4
financial district north-financial district south,14,1,3
financial district north-financial district south,17,1,4
financial district north-financial district south,18,1,1
financial district north-financial district south,19,1,1
financial district north-financial district south,21,1,1
financial district north-financial district south,0,2,1
financial district north-financial district south,8,2,1
financial district north-financial district south,9,2,1
financial district north-financial district south,11,2,1
financial district north-financial district south,13,2,3
financial district north-financial district south,14,2,2
financial district north-financial district south,15,2,4
financial district north-financial district south,16,2,2
financial district north-financial district south,17,2,4
financial district north-financial district south,19,2,2
financial district north-financial district south,20,2,2
financial district north-financial district south,8,3,1
financial district north-financial district south,9,3,1
financial district north-financial district south,11,3,4
financial district north-financial district south,12,3,1
financial district north-financial district south,13,3,2
financial district north-financial district south,14,3,1
financial district north-financial district south,15,3,2
financial district north-financial district south,16,3,2
financial district north-financial district south,17,3,3
financial district north-financial district south,18,3,5
financial district north-financial district south,20,3,2
financial district north-financial district south,23,3,1
financial district north-flatbush/ditmas park,11,1,1
financial district north-flatbush/ditmas park,20,1,1
financial district north-flatbush/ditmas park,12,2,1
financial district north-flatiron,0,0,1
financial district north-flatiron,1,0,3
financial district north-flatiron,4,0,1
financial district north-flatiron,6,0,1
financial district north-flatiron,9,0,1
financial district north-flatiron,10,0,1
financial district north-flatiron,11,0,1
financial district north-flatiron,12,0,1
financial district north-flatiron,14,0,2
financial district north-flatiron,18,0,1
financial district north-flatiron,21,0,2
financial district north-flatiron,22,0,3
financial district north-flatiron,23,0,1
financial district north-flatiron,0,1,1
financial district north-flatiron,8,1,1
financial district north-flatiron,10,1,1
financial district north-flatiron,11,1,3
financial district north-flatiron,13,1,1
financial district north-flatiron,16,1,1
financial district north-flatiron,17,1,1
financial district north-flatiron,18,1,2
financial district north-flatiron,19,1,1
financial district north-flatiron,20,1,1
financial district north-flatiron,21,1,1
financial district north-flatiron,22,1,3
financial district north-flatiron,8,2,1
financial district north-flatiron,9,2,3
financial district north-flatiron,11,2,2
financial district north-flatiron,12,2,1
financial district north-flatiron,16,2,1
financial district north-flatiron,17,2,2
financial district north-flatiron,18,2,8
financial district north-flatiron,19,2,4
financial district north-flatiron,21,2,2
financial district north-flatiron,22,2,4
financial district north-flatiron,3,3,1
financial district north-flatiron,5,3,1
financial district north-flatiron,11,3,1
financial district north-flatiron,12,3,1
financial district north-flatiron,13,3,2
financial district north-flatiron,14,3,1
financial district north-flatiron,16,3,1
financial district north-flatiron,17,3,5
financial district north-flatiron,18,3,4
financial district north-flatiron,19,3,6
financial district north-flatiron,20,3,2
financial district north-flatiron,21,3,2
financial district north-flatiron,22,3,2
financial district north-flatiron,23,3,3
financial district north-flushing meadows-corona park,8,1,1
financial district north-forest hills,1,0,1
financial district north-forest hills,14,2,1
financial district north-forest hills,22,3,1
financial district north-fort greene,1,0,1
financial district north-fort greene,9,0,1
financial district north-fort greene,14,0,1
financial district north-fort greene,16,0,1
financial district north-fort greene,19,0,1
financial district north-fort greene,22,0,1
financial district north-fort greene,15,1,1
financial district north-fort greene,20,1,2
financial district north-fort greene,21,1,1
financial district north-fort greene,23,1,1
financial district north-fort greene,18,2,2
financial district north-fort greene,20,2,1
financial district north-fort greene,0,3,2
financial district north-fort greene,16,3,1
financial district north-fort greene,18,3,3
financial district north-fort greene,20,3,1
financial district north-fort greene,21,3,1
financial district north-fort greene,22,3,2
financial district north-fort greene,23,3,1
financial district north-garment district,1,0,1
financial district north-garment district,10,0,2
financial district north-garment district,11,0,1
financial district north-garment district,13,0,1
financial district north-garment district,14,0,2
financial district north-garment district,15,0,2
financial district north-garment district,16,0,1
financial district north-garment district,17,0,2
financial district north-garment district,18,0,2
financial district north-garment district,19,0,1
financial district north-garment district,21,0,1
financial district north-garment district,8,1,1
financial district north-garment district,9,1,1
financial district north-garment district,14,1,1
financial district north-garment district,15,1,1
financial district north-garment district,16,1,2
financial district north-garment district,17,1,1
financial district north-garment district,18,1,2
financial district north-garment district,19,1,2
financial district north-garment district,22,1,2
financial district north-garment district,23,1,2
financial district north-garment district,6,2,1
financial district north-garment district,7,2,1
financial district north-garment district,8,2,1
financial district north-garment district,9,2,1
financial district north-garment district,11,2,2
financial district north-garment district,12,2,2
financial district north-garment district,14,2,1
