od,hora_do_dia,dia_da_semana,n_viagens
midtown east-midtown center,14,0,29
midtown east-midtown center,15,0,39
midtown east-midtown center,16,0,38
midtown east-midtown center,17,0,35
midtown east-midtown center,18,0,35
midtown east-midtown center,19,0,38
midtown east-midtown center,20,0,15
midtown east-midtown center,21,0,18
midtown east-midtown center,22,0,7
midtown east-midtown center,23,0,2
midtown east-midtown center,0,1,3
midtown east-midtown center,5,1,4
midtown east-midtown center,6,1,7
midtown east-midtown center,7,1,24
midtown east-midtown center,8,1,40
midtown east-midtown center,9,1,35
midtown east-midtown center,10,1,61
midtown east-midtown center,11,1,76
midtown east-midtown center,12,1,65
midtown east-midtown center,13,1,59
midtown east-midtown center,14,1,57
midtown east-midtown center,15,1,52
midtown east-midtown center,16,1,48
midtown east-midtown center,17,1,73
midtown east-midtown center,18,1,68
midtown east-midtown center,19,1,46
midtown east-midtown center,20,1,25
midtown east-midtown center,21,1,32
midtown east-midtown center,22,1,12
midtown east-midtown center,23,1,9
midtown east-midtown center,0,2,7
midtown east-midtown center,1,2,3
midtown east-midtown center,2,2,2
midtown east-midtown center,5,2,7
midtown east-midtown center,6,2,15
midtown east-midtown center,7,2,24
midtown east-midtown center,8,2,61
midtown east-midtown center,9,2,60
midtown east-midtown center,10,2,48
midtown east-midtown center,11,2,60
midtown east-midtown center,12,2,64
midtown east-midtown center,13,2,72
midtown east-midtown center,14,2,61
midtown east-midtown center,15,2,59
midtown east-midtown center,16,2,50
midtown east-midtown center,17,2,86
midtown east-midtown center,18,2,84
midtown east-midtown center,19,2,37
midtown east-midtown center,20,2,29
midtown east-midtown center,21,2,12
midtown east-midtown center,22,2,7
midtown east-midtown center,23,2,9
midtown east-midtown center,0,3,3
midtown east-midtown center,2,3,2
midtown east-midtown center,3,3,1
midtown east-midtown center,5,3,4
midtown east-midtown center,6,3,12
midtown east-midtown center,7,3,17
midtown east-midtown center,8,3,43
midtown east-midtown center,9,3,46
midtown east-midtown center,10,3,42
midtown east-midtown center,11,3,46
midtown east-midtown center,12,3,51
midtown east-midtown center,13,3,44
midtown east-midtown center,14,3,41
midtown east-midtown center,15,3,48
midtown east-midtown center,16,3,48
midtown east-midtown center,17,3,47
midtown east-midtown center,18,3,61
midtown east-midtown center,19,3,33
midtown east-midtown center,20,3,19
midtown east-midtown center,21,3,14
midtown east-midtown center,22,3,5
midtown east-midtown center,23,3,4
midtown east-midtown east,0,0,12
midtown east-midtown east,1,0,6
midtown east-midtown east,2,0,8
midtown east-midtown east,3,0,3
midtown east-midtown east,5,0,2
midtown east-midtown east,6,0,5
midtown east-midtown east,7,0,17
midtown east-midtown east,8,0,30
midtown east-midtown east,9,0,33
midtown east-midtown east,10,0,32
midtown east-midtown east,11,0,35
midtown east-midtown east,12,0,32
midtown east-midtown east,13,0,40
midtown east-midtown east,14,0,42
midtown east-midtown east,15,0,36
midtown east-midtown east,16,0,42
midtown east-midtown east,17,0,43
midtown east-midtown east,18,0,41
midtown east-midtown east,19,0,26
midtown east-midtown east,20,0,25
midtown east-midtown east,21,0,25
midtown east-midtown east,22,0,21
midtown east-midtown east,23,0,4
midtown east-midtown east,0,1,8
midtown east-midtown east,1,1,1
midtown east-midtown east,2,1,3
midtown east-midtown east,3,1,5
midtown east-midtown east,5,1,4
midtown east-midtown east,6,1,16
midtown east-midtown east,7,1,42
midtown east-midtown east,8,1,31
midtown east-midtown east,9,1,37
midtown east-midtown east,10,1,49
midtown east-midtown east,11,1,67
midtown east-midtown east,12,1,51
midtown east-midtown east,13,1,57
midtown east-midtown east,14,1,50
midtown east-midtown east,15,1,50
midtown east-midtown east,16,1,73
midtown east-midtown east,17,1,84
midtown east-midtown east,18,1,62
midtown east-midtown east,19,1,49
midtown east-midtown east,20,1,32
midtown east-midtown east,21,1,27
midtown east-midtown east,22,1,20
midtown east-midtown east,23,1,10
midtown east-midtown east,0,2,4
midtown east-midtown east,1,2,1
midtown east-midtown east,2,2,5
midtown east-midtown east,3,2,7
midtown east-midtown east,5,2,3
midtown east-midtown east,6,2,13
midtown east-midtown east,7,2,28
midtown east-midtown east,8,2,34
midtown east-midtown east,9,2,43
midtown east-midtown east,10,2,49
midtown east-midtown east,11,2,46
midtown east-midtown east,12,2,57
midtown east-midtown east,13,2,52
midtown east-midtown east,14,2,50
midtown east-midtown east,15,2,46
midtown east-midtown east,16,2,83
midtown east-midtown east,17,2,75
midtown east-midtown east,18,2,57
midtown east-midtown east,19,2,48
midtown east-midtown east,20,2,23
midtown east-midtown east,21,2,35
midtown east-midtown east,22,2,21
midtown east-midtown east,23,2,11
midtown east-midtown east,0,3,6
midtown east-midtown east,1,3,2
midtown east-midtown east,2,3,1
midtown east-midtown east,4,3,5
midtown east-midtown east,5,3,6
midtown east-midtown east,6,3,10
midtown east-midtown east,7,3,28
midtown east-midtown east,8,3,39
midtown east-midtown east,9,3,47
midtown east-midtown east,10,3,38
midtown east-midtown east,11,3,35
midtown east-midtown east,12,3,32
midtown east-midtown east,13,3,42
midtown east-midtown east,14,3,44
midtown east-midtown east,15,3,44
midtown east-midtown east,16,3,64
midtown east-midtown east,17,3,65
midtown east-midtown east,18,3,35
midtown east-midtown east,19,3,40
midtown east-midtown east,20,3,36
midtown east-midtown east,21,3,38
midtown east-midtown east,22,3,18
midtown east-midtown east,23,3,9
midtown east-midtown north,0,0,3
midtown east-midtown north,1,0,4
midtown east-midtown north,2,0,5
midtown east-midtown north,4,0,1
midtown east-midtown north,5,0,3
midtown east-midtown north,6,0,9
midtown east-midtown north,7,0,14
midtown east-midtown north,8,0,19
midtown east-midtown north,9,0,26
midtown east-midtown north,10,0,27
midtown east-midtown north,11,0,32
midtown east-midtown north,12,0,18
midtown east-midtown north,13,0,31
midtown east-midtown north,14,0,32
midtown east-midtown north,15,0,31
midtown east-midtown north,16,0,24
midtown east-midtown north,17,0,20
midtown east-midtown north,18,0,31
midtown east-midtown north,19,0,18
midtown east-midtown north,20,0,24
midtown east-midtown north,21,0,17
midtown east-midtown north,22,0,13
midtown east-midtown north,23,0,5
midtown east-midtown north,0,1,2
midtown east-midtown north,1,1,2
midtown east-midtown north,4,1,1
midtown east-midtown north,5,1,3
midtown east-midtown north,6,1,12
midtown east-midtown north,7,1,21
midtown east-midtown north,8,1,37
midtown east-midtown north,9,1,39
midtown east-midtown north,10,1,30
midtown east-midtown north,11,1,36
midtown east-midtown north,12,1,23
midtown east-midtown north,13,1,32
midtown east-midtown north,14,1,35
midtown east-midtown north,15,1,32
midtown east-midtown north,16,1,32
midtown east-midtown north,17,1,45
midtown east-midtown north,18,1,54
midtown east-midtown north,19,1,34
midtown east-midtown north,20,1,32
midtown east-midtown north,21,1,20
midtown east-midtown north,22,1,22
midtown east-midtown north,23,1,12
midtown east-midtown north,0,2,5
midtown east-midtown north,2,2,2
midtown east-midtown north,3,2,1
midtown east-midtown north,4,2,1
midtown east-midtown north,5,2,5
midtown east-midtown north,6,2,11
midtown east-midtown north,7,2,18
midtown east-midtown north,8,2,55
midtown east-midtown north,9,2,42
midtown east-midtown north,10,2,27
midtown east-midtown north,11,2,30
midtown east-midtown north,12,2,41
midtown east-midtown north,13,2,36
midtown east-midtown north,14,2,38
midtown east-midtown north,15,2,36
midtown east-midtown north,16,2,32
midtown east-midtown north,17,2,49
midtown east-midtown north,18,2,46
midtown east-midtown north,19,2,31
midtown east-midtown north,20,2,29
midtown east-midtown north,21,2,21
midtown east-midtown north,22,2,17
midtown east-midtown north,23,2,6
midtown east-midtown north,0,3,3
midtown east-midtown north,1,3,2
midtown east-midtown north,2,3,1
midtown east-midtown north,5,3,6
midtown east-midtown north,6,3,7
midtown east-midtown north,7,3,14
midtown east-midtown north,8,3,40
midtown east-midtown north,9,3,26
midtown east-midtown north,10,3,25
midtown east-midtown north,11,3,37
midtown east-midtown north,12,3,31
midtown east-midtown north,13,3,23
midtown east-midtown north,14,3,41
midtown east-midtown north,15,3,19
midtown east-midtown north,16,3,29
midtown east-midtown north,17,3,22
midtown east-midtown north,18,3,41
midtown east-midtown north,19,3,19
midtown east-midtown north,20,3,24
midtown east-midtown north,21,3,21
midtown east-midtown north,22,3,13
midtown east-midtown north,23,3,14
midtown east-midtown south,0,0,7
midtown east-midtown south,1,0,5
midtown east-midtown south,2,0,6
midtown east-midtown south,3,0,1
midtown east-midtown south,4,0,1
midtown east-midtown south,6,0,6
midtown east-midtown south,7,0,9
midtown east-midtown south,8,0,18
midtown east-midtown south,9,0,19
midtown east-midtown south,10,0,25
midtown east-midtown south,11,0,29
midtown east-midtown south,12,0,27
midtown east-midtown south,13,0,18
midtown east-midtown south,14,0,30
midtown east-midtown south,15,0,19
midtown east-midtown south,16,0,33
midtown east-midtown south,17,0,33
midtown east-midtown south,18,0,35
midtown east-midtown south,19,0,33
midtown east-midtown south,20,0,32
midtown east-midtown south,21,0,16
midtown east-midtown south,22,0,8
midtown east-midtown south,23,0,6
midtown east-midtown south,0,1,1
midtown east-midtown south,3,1,1
midtown east-midtown south,5,1,2
midtown east-midtown south,6,1,8
midtown east-midtown south,7,1,13
midtown east-midtown south,8,1,30
midtown east-midtown south,9,1,44
midtown east-midtown south,10,1,36
midtown east-midtown south,11,1,30
midtown east-midtown south,12,1,30
midtown east-midtown south,13,1,38
midtown east-midtown south,14,1,25
midtown east-midtown south,15,1,24
midtown east-midtown south,16,1,34
midtown east-midtown south,17,1,53
midtown east-midtown south,18,1,51
midtown east-midtown south,19,1,30
midtown east-midtown south,20,1,26
midtown east-midtown south,21,1,27
midtown east-midtown south,22,1,12
midtown east-midtown south,23,1,12
midtown east-midtown south,1,2,1
midtown east-midtown south,3,2,1
midtown east-midtown south,4,2,1
midtown east-midtown south,5,2,5
midtown east-midtown south,6,2,13
midtown east-midtown south,7,2,16
midtown east-midtown south,8,2,35
midtown east-midtown south,9,2,33
midtown east-midtown south,10,2,25
midtown east-midtown south,11,2,33
midtown east-midtown south,12,2,44
midtown east-midtown south,13,2,28
midtown east-midtown south,14,2,37
midtown east-midtown south,15,2,32
midtown east-midtown south,16,2,27
midtown east-midtown south,17,2,57
midtown east-midtown south,18,2,66
midtown east-midtown south,19,2,54
midtown east-midtown south,20,2,19
midtown east-midtown south,21,2,21
midtown east-midtown south,22,2,19
midtown east-midtown south,23,2,10
midtown east-midtown south,0,3,2
midtown east-midtown south,1,3,3
midtown east-midtown south,2,3,1
midtown east-midtown south,3,3,1
midtown east-midtown south,5,3,1
midtown east-midtown south,6,3,8
midtown east-midtown south,7,3,12
midtown east-midtown south,8,3,29
midtown east-midtown south,9,3,31
midtown east-midtown south,10,3,24
midtown east-midtown south,11,3,18
midtown east-midtown south,12,3,32
midtown east-midtown south,13,3,32
midtown east-midtown south,14,3,31
midtown east-midtown south,15,3,20
midtown east-midtown south,16,3,31
midtown east-midtown south,17,3,48
midtown east-midtown south,18,3,44
midtown east-midtown south,19,3,47
midtown east-midtown south,20,3,18
midtown east-midtown south,21,3,21
midtown east-midtown south,22,3,12
midtown east-midtown south,23,3,13
midtown east-midwood,3,0,1
midtown east-midwood,19,0,1
midtown east-midwood,11,1,1
midtown east-midwood,13,1,1
midtown east-midwood,16,1,1
midtown east-midwood,19,1,1
midtown east-midwood,20,1,1
midtown east-midwood,3,2,1
midtown east-midwood,13,2,1
midtown east-midwood,19,2,1
midtown east-midwood,21,2,1
midtown east-midwood,22,2,2
midtown east-midwood,23,2,1
midtown east-midwood,14,3,2
midtown east-midwood,15,3,2
midtown east-midwood,19,3,1
midtown east-morningside heights,5,0,1
midtown east-morningside heights,8,0,2
midtown east-morningside heights,11,0,2
midtown east-morningside heights,12,0,1
midtown east-morningside heights,16,0,3
midtown east-morningside heights,17,0,3
midtown east-morningside heights,18,0,3
midtown east-morningside heights,19,0,1
midtown east-morningside heights,20,0,2
midtown east-morningside heights,22,0,2
midtown east-morningside heights,0,1,1
midtown east-morningside heights,8,1,1
midtown east-morningside heights,10,1,1
midtown east-morningside heights,12,1,3
midtown east-morningside heights,13,1,1
midtown east-morningside heights,14,1,2
midtown east-morningside heights,15,1,2
midtown east-morningside heights,16,1,1
midtown east-morningside heights,17,1,6
midtown east-morningside heights,18,1,3
midtown east-morningside heights,19,1,7
midtown east-morningside heights,20,1,7
midtown east-morningside heights,21,1,4
midtown east-morningside heights,22,1,2
midtown east-morningside heights,0,2,2
midtown east-morningside heights,10,2,1
midtown east-morningside heights,11,2,1
midtown east-morningside heights,12,2,2
midtown east-morningside heights,13,2,2
midtown east-morningside heights,14,2,2
midtown east-morningside heights,15,2,3
midtown east-morningside heights,16,2,2
midtown east-morningside heights,17,2,3
midtown east-morningside heights,18,2,4
midtown east-morningside heights,19,2,1
midtown east-morningside heights,20,2,7
midtown east-morningside heights,21,2,3
midtown east-morningside heights,22,2,2
midtown east-morningside heights,23,2,1
midtown east-morningside heights,8,3,1
midtown east-morningside heights,9,3,1
midtown east-morningside heights,10,3,2
midtown east-morningside heights,11,3,3
midtown east-morningside heights,12,3,1
midtown east-morningside heights,13,3,2
midtown east-morningside heights,15,3,4
midtown east-morningside heights,16,3,2
midtown east-morningside heights,17,3,1
midtown east-morningside heights,18,3,6
midtown east-morningside heights,19,3,3
midtown east-morningside heights,20,3,3
midtown east-morningside heights,21,3,4
midtown east-morningside heights,22,3,1
midtown east-morningside heights,23,3,2
midtown east-morrisania/melrose,4,0,1
midtown east-morrisania/melrose,10,1,2
midtown east-mott haven/port morris,1,0,1
midtown east-mott haven/port morris,4,0,1
midtown east-mott haven/port morris,8,0,3
midtown east-mott haven/port morris,17,0,1
midtown east-mott haven/port morris,8,1,1
midtown east-mott haven/port morris,12,2,1
midtown east-mott haven/port morris,20,2,1
midtown east-mott haven/port morris,22,2,2
midtown east-mott haven/port morris,0,3,2
midtown east-mott haven/port morris,8,3,2
midtown east-mott haven/port morris,23,3,1
midtown east-mount hope,0,0,1
midtown east-mount hope,14,0,1
midtown east-mount hope,23,1,1
midtown east-murray hill,0,0,16
midtown east-murray hill,1,0,12
midtown east-murray hill,2,0,3
midtown east-murray hill,3,0,4
midtown east-murray hill,5,0,2
midtown east-murray hill,6,0,17
midtown east-murray hill,7,0,23
midtown east-murray hill,8,0,29
midtown east-murray hill,9,0,34
midtown east-murray hill,10,0,25
midtown east-murray hill,11,0,31
midtown east-murray hill,12,0,44
midtown east-murray hill,13,0,32
midtown east-murray hill,14,0,35
midtown east-murray hill,15,0,25
midtown east-murray hill,16,0,56
midtown east-murray hill,17,0,39
midtown east-murray hill,18,0,53
midtown east-murray hill,19,0,40
midtown east-murray hill,20,0,36
midtown east-murray hill,21,0,24
midtown east-murray hill,22,0,23
midtown east-murray hill,23,0,11
midtown east-murray hill,0,1,6
midtown east-murray hill,1,1,1
midtown east-murray hill,2,1,1
midtown east-murray hill,4,1,1
midtown east-murray hill,5,1,3
midtown east-murray hill,6,1,14
midtown east-murray hill,7,1,32
midtown east-murray hill,8,1,43
midtown east-murray hill,9,1,49
midtown east-murray hill,10,1,59
midtown east-murray hill,11,1,58
midtown east-murray hill,12,1,62
midtown east-murray hill,13,1,57
midtown east-murray hill,14,1,59
midtown east-murray hill,15,1,47
midtown east-murray hill,16,1,49
midtown east-murray hill,17,1,91
midtown east-murray hill,18,1,91
midtown east-murray hill,19,1,76
midtown east-murray hill,20,1,60
midtown east-murray hill,21,1,44
midtown east-murray hill,22,1,26
midtown east-murray hill,23,1,6
midtown east-murray hill,0,2,4
midtown east-murray hill,1,2,1
midtown east-murray hill,4,2,1
midtown east-murray hill,5,2,2
midtown east-murray hill,6,2,14
midtown east-murray hill,7,2,31
midtown east-murray hill,8,2,49
midtown east-murray hill,9,2,43
midtown east-murray hill,10,2,44
midtown east-murray hill,11,2,54
midtown east-murray hill,12,2,53
midtown east-murray hill,13,2,49
midtown east-murray hill,14,2,49
midtown east-murray hill,15,2,56
midtown east-murray hill,16,2,59
midtown east-murray hill,17,2,87
midtown east-murray hill,18,2,90
midtown east-murray hill,19,2,67
midtown east-murray hill,20,2,55
midtown east-murray hill,21,2,53
midtown east-murray hill,22,2,36
midtown east-murray hill,23,2,14
midtown east-murray hill,0,3,5
midtown east-murray hill,1,3,1
midtown east-murray hill,2,3,1
midtown east-murray hill,4,3,2
midtown east-murray hill,5,3,9
midtown east-murray hill,6,3,16
midtown east-murray hill,7,3,39
midtown east-murray hill,8,3,42
midtown east-murray hill,9,3,46
midtown east-murray hill,10,3,38
midtown east-murray hill,11,3,43
midtown east-murray hill,12,3,58
midtown east-murray hill,13,3,39
midtown east-murray hill,14,3,44
midtown east-murray hill,15,3,41
midtown east-murray hill,16,3,41
midtown east-murray hill,17,3,80
midtown east-murray hill,18,3,79
midtown east-murray hill,19,3,47
midtown east-murray hill,20,3,36
midtown east-murray hill,21,3,43
midtown east-murray hill,22,3,20
midtown east-murray hill,23,3,11
midtown east-murray hill-queens,19,0,1
midtown east-murray hill-queens,12,1,2
midtown east-newark airport,2,0,1
midtown east-newark airport,3,0,1
midtown east-newark airport,4,0,6
midtown east-newark airport,6,0,1
midtown east-newark airport,7,0,2
midtown east-newark airport,8,0,2
midtown east-newark airport,9,0,2
midtown east-newark airport,10,0,2
midtown east-newark airport,11,0,9
midtown east-newark airport,12,0,3
midtown east-newark airport,13,0,6
midtown east-newark airport,14,0,5
midtown east-newark airport,15,0,7
midtown east-newark airport,16,0,3
midtown east-newark airport,17,0,1
midtown east-newark airport,18,0,2
midtown east-newark airport,19,0,1
midtown east-newark airport,1,1,1
midtown east-newark airport,3,1,2
midtown east-newark airport,4,1,3
midtown east-newark airport,5,1,1
midtown east-newark airport,6,1,4
midtown east-newark airport,7,1,3
midtown east-newark airport,9,1,3
midtown east-newark airport,10,1,2
midtown east-newark airport,11,1,4
midtown east-newark airport,12,1,6
midtown east-newark airport,13,1,3
midtown east-newark airport,14,1,9
midtown east-newark airport,15,1,3
midtown east-newark airport,16,1,4
midtown east-newark airport,17,1,1
midtown east-newark airport,18,1,3
midtown east-newark airport,19,1,1
midtown east-newark airport,23,1,1
midtown east-newark airport,3,2,1
midtown east-newark airport,4,2,2
midtown east-newark airport,5,2,1
midtown east-newark airport,6,2,1
midtown east-newark airport,7,2,3
midtown east-newark airport,8,2,2
midtown east-newark airport,9,2,1
midtown east-newark airport,10,2,4
midtown east-newark airport,11,2,2
midtown east-newark airport,12,2,7
midtown east-newark airport,13,2,6
midtown east-newark airport,14,2,9
midtown east-newark airport,15,2,7
midtown east-newark airport,16,2,8
midtown east-newark airport,17,2,3
midtown east-newark airport,1,3,1
midtown east-newark airport,4,3,5
midtown east-newark airport,5,3,4
midtown east-newark airport,6,3,2
midtown east-newark airport,8,3,2
midtown east-newark airport,9,3,1
midtown east-newark airport,10,3,1
midtown east-newark airport,11,3,7
midtown east-newark airport,12,3,3
midtown east-newark airport,13,3,10
midtown east-newark airport,14,3,4
midtown east-newark airport,15,3,8
midtown east-newark airport,16,3,7
midtown east-newark airport,18,3,7
midtown east-north corona,22,2,1
midtown east-north corona,18,3,1
midtown east-north corona,22,3,1
midtown east-norwood,16,0,1
midtown east-norwood,17,0,1
midtown east-norwood,12,1,1
midtown east-ocean hill,22,0,1
midtown east-ocean hill,14,1,1
midtown east-ocean hill,20,2,2
midtown east-ocean hill,10,3,1
midtown east-ocean hill,20,3,3
midtown east-old astoria,0,0,2
midtown east-old astoria,3,0,1
midtown east-old astoria,9,0,1
midtown east-old astoria,17,0,1
midtown east-old astoria,18,0,1
midtown east-old astoria,19,0,1
midtown east-old astoria,1,1,1
midtown east-old astoria,10,1,1
midtown east-old astoria,13,1,1
midtown east-old astoria,15,1,3
midtown east-old astoria,16,1,1
midtown east-old astoria,17,1,1
midtown east-old astoria,20,1,1
midtown east-old astoria,21,1,2
midtown east-old astoria,22,1,1
midtown east-old astoria,0,2,3
midtown east-old astoria,9,2,1
midtown east-old astoria,14,2,1
midtown east-old astoria,15,2,2
midtown east-old astoria,16,2,1
midtown east-old astoria,17,2,1
midtown east-old astoria,18,2,1
midtown east-old astoria,20,2,3
midtown east-old astoria,21,2,2
midtown east-old astoria,23,2,1
midtown east-old astoria,0,3,1
midtown east-old astoria,1,3,1
midtown east-old astoria,9,3,1
midtown east-old astoria,11,3,1
midtown east-old astoria,14,3,1
midtown east-old astoria,16,3,1
midtown east-old astoria,20,3,3
midtown east-old astoria,21,3,3
midtown east-old astoria,22,3,2
midtown east-old astoria,23,3,1
midtown east-park slope,1,0,1
midtown east-park slope,7,0,1
midtown east-park slope,11,0,3
midtown east-park slope,12,0,1
midtown east-park slope,13,0,1
midtown east-park slope,14,0,1
midtown east-park slope,15,0,1
midtown east-park slope,16,0,3
midtown east-park slope,17,0,1
midtown east-park slope,18,0,2
midtown east-park slope,19,0,1
midtown east-park slope,20,0,2
midtown east-park slope,21,0,3
midtown east-park slope,23,0,2
midtown east-park slope,11,1,1
midtown east-park slope,14,1,2
midtown east-park slope,17,1,1
midtown east-park slope,18,1,3
midtown east-park slope,19,1,2
midtown east-park slope,20,1,8
midtown east-park slope,21,1,5
midtown east-park slope,22,1,3
midtown east-park slope,0,2,1
midtown east-park slope,4,2,1
midtown east-park slope,10,2,2
midtown east-park slope,15,2,1
midtown east-park slope,16,2,2
midtown east-park slope,17,2,1
midtown east-park slope,18,2,4
midtown east-park slope,19,2,4
midtown east-park slope,20,2,6
midtown east-park slope,21,2,6
midtown east-park slope,22,2,1
midtown east-park slope,1,3,1
midtown east-park slope,2,3,1
midtown east-park slope,12,3,2
midtown east-park slope,13,3,1
midtown east-park slope,15,3,1
midtown east-park slope,16,3,2
midtown east-park slope,17,3,1
midtown east-park slope,18,3,4
midtown east-park slope,19,3,3
midtown east-park slope,20,3,4
midtown east-park slope,21,3,5
midtown east-park slope,22,3,3
midtown east-park slope,23,3,1
midtown east-pelham bay,18,1,1
midtown east-pelham bay,19,2,1
midtown east-pelham bay,13,3,1
midtown east-pelham bay park,15,2,1
midtown east-pelham parkway,7,0,1
midtown east-pelham parkway,11,2,1
midtown east-pelham parkway,18,3,1
midtown east-penn station/madison sq west,0,0,5
midtown east-penn station/madison sq west,1,0,2
midtown east-penn station/madison sq west,2,0,3
midtown east-penn station/madison sq west,3,0,3
midtown east-penn station/madison sq west,4,0,1
midtown east-penn station/madison sq west,5,0,8
midtown east-penn station/madison sq west,6,0,21
midtown east-penn station/madison sq west,7,0,16
midtown east-penn station/madison sq west,8,0,22
midtown east-penn station/madison sq west,9,0,16
midtown east-penn station/madison sq west,10,0,30
midtown east-penn station/madison sq west,11,0,27
midtown east-penn station/madison sq west,12,0,26
midtown east-penn station/madison sq west,13,0,42
midtown east-penn station/madison sq west,14,0,40
midtown east-penn station/madison sq west,15,0,28
midtown east-penn station/madison sq west,16,0,34
midtown east-penn station/madison sq west,17,0,27
midtown east-penn station/madison sq west,18,0,40
midtown east-penn station/madison sq west,19,0,44
midtown east-penn station/madison sq west,20,0,28
midtown east-penn station/madison sq west,21,0,21
midtown east-penn station/madison sq west,22,0,5
midtown east-penn station/madison sq west,23,0,12
midtown east-penn station/madison sq west,0,1,1
midtown east-penn station/madison sq west,1,1,1
midtown east-penn station/madison sq west,2,1,2
midtown east-penn station/madison sq west,5,1,5
midtown east-penn station/madison sq west,6,1,20
midtown east-penn station/madison sq west,7,1,13
midtown east-penn station/madison sq west,8,1,26
midtown east-penn station/madison sq west,9,1,28
midtown east-penn station/madison sq west,10,1,27
midtown east-penn station/madison sq west,11,1,33
midtown east-penn station/madison sq west,12,1,27
midtown east-penn station/madison sq west,13,1,24
midtown east-penn station/madison sq west,14,1,35
midtown east-penn station/madison sq west,15,1,43
midtown east-penn station/madison sq west,16,1,47
midtown east-penn station/madison sq west,17,1,74
midtown east-penn station/madison sq west,18,1,71
midtown east-penn station/madison sq west,19,1,50
midtown east-penn station/madison sq west,20,1,34
midtown east-penn station/madison sq west,21,1,25
midtown east-penn station/madison sq west,22,1,18
midtown east-penn station/madison sq west,23,1,2
midtown east-penn station/madison sq west,0,2,6
midtown east-penn station/madison sq west,3,2,2
midtown east-penn station/madison sq west,4,2,1
midtown east-penn station/madison sq west,5,2,2
midtown east-penn station/madison sq west,6,2,12
midtown east-penn station/madison sq west,7,2,19
midtown east-penn station/madison sq west,8,2,30
midtown east-penn station/madison sq west,9,2,40
midtown east-penn station/madison sq west,10,2,29
midtown east-penn station/madison sq west,11,2,34
midtown east-penn station/madison sq west,12,2,21
midtown east-penn station/madison sq west,13,2,52
midtown east-penn station/madison sq west,14,2,45
midtown east-penn station/madison sq west,15,2,43
midtown east-penn station/madison sq west,16,2,64
midtown east-penn station/madison sq west,17,2,50
midtown east-penn station/madison sq west,18,2,59
midtown east-penn station/madison sq west,19,2,57
midtown east-penn station/madison sq west,20,2,45
midtown east-penn station/madison sq west,21,2,28
midtown east-penn station/madison sq west,22,2,17
midtown east-penn station/madison sq west,23,2,7
midtown east-penn station/madison sq west,0,3,1
midtown east-penn station/madison sq west,1,3,2
midtown east-penn station/madison sq west,3,3,1
midtown east-penn station/madison sq west,5,3,5
midtown east-penn station/madison sq west,6,3,21
midtown east-penn station/madison sq west,7,3,15
midtown east-penn station/madison sq west,8,3,27
midtown east-penn station/madison sq west,9,3,28
midtown east-penn station/madison sq west,10,3,30
midtown east-penn station/madison sq west,11,3,19
midtown east-penn station/madison sq west,12,3,24
midtown east-penn station/madison sq west,13,3,33
midtown east-penn station/madison sq west,14,3,38
midtown east-penn station/madison sq west,15,3,44
midtown east-penn station/madison sq west,16,3,56
midtown east-penn station/madison sq west,17,3,47
midtown east-penn station/madison sq west,18,3,71
midtown east-penn station/madison sq west,19,3,46
midtown east-penn station/madison sq west,20,3,44
midtown east-penn station/madison sq west,21,3,30
midtown east-penn station/madison sq west,22,3,18
midtown east-penn station/madison sq west,23,3,9
midtown east-prospect heights,16,0,1
midtown east-prospect heights,18,0,1
midtown east-prospect heights,19,0,2
midtown east-prospect heights,20,0,1
midtown east-prospect heights,21,0,1
midtown east-prospect heights,22,0,2
midtown east-prospect heights,23,0,1
midtown east-prospect heights,14,1,1
midtown east-prospect heights,18,1,1
midtown east-prospect heights,19,1,1
midtown east-prospect heights,20,1,1
midtown east-prospect heights,21,1,3
midtown east-prospect heights,13,2,1
midtown east-prospect heights,15,2,1
midtown east-prospect heights,19,2,2
midtown east-prospect heights,20,2,1
midtown east-prospect heights,21,2,2
midtown east-prospect heights,22,2,2
midtown east-prospect heights,23,2,2
midtown east-prospect heights,0,3,1
midtown east-prospect heights,1,3,1
midtown east-prospect heights,16,3,1
midtown east-prospect heights,18,3,1
midtown east-prospect heights,22,3,2
midtown east-prospect heights,23,3,1
midtown east-prospect park,17,2,1
midtown east-prospect park,11,3,1
midtown east-prospect park,16,3,1
midtown east-prospect park,23,3,1
midtown east-prospect-lefferts gardens,2,0,1
midtown east-prospect-lefferts gardens,19,0,1
midtown east-prospect-lefferts gardens,5,1,1
midtown east-prospect-lefferts gardens,12,1,1
midtown east-prospect-lefferts gardens,19,1,2
midtown east-prospect-lefferts gardens,18,2,1
midtown east-prospect-lefferts gardens,21,2,2
midtown east-prospect-lefferts gardens,22,2,1
midtown east-prospect-lefferts gardens,18,3,1
midtown east-prospect-lefferts gardens,19,3,2
midtown east-prospect-lefferts gardens,20,3,1
midtown east-queens village,19,0,1
midtown east-queens village,22,3,1
midtown east-queensboro hill,19,1,1
midtown east-queensboro hill,20,3,1
midtown east-queensbridge/ravenswood,17,0,1
midtown east-queensbridge/ravenswood,9,1,1
midtown east-queensbridge/ravenswood,12,1,1
midtown east-queensbridge/ravenswood,13,1,1
midtown east-queensbridge/ravenswood,14,1,1
midtown east-queensbridge/ravenswood,20,1,1
midtown east-queensbridge/ravenswood,13,2,1
midtown east-queensbridge/ravenswood,19,2,1
midtown east-queensbridge/ravenswood,20,2,3
