n_clusters	log_likelihood	kl_medio	kl_std	wd_medio	wd_std
10	3.598047971725464	0.03922700670008383	0.00016495348289048348	0.2750729089425107	0.0011581497415890896
20	3.1034646034240723	0.029924184985448975	0.00014076805178604493	0.2715063645863019	0.0012075139312985141
25	3.0551533699035645	0.011441196562300892	7.253067596247169e-05	0.22998467102125925	0.0010737408794837518
30	2.3563594818115234	0.019362451240200786	9.187281595397041e-05	0.34789191333160363	0.0010100892504034365
35	1.9107149839401245	0.012605509249743671	7.361633439501952e-05	0.2770857312185156	0.0011276295629667583
40	0.5797796249389648	0.0415839025349616	0.000139736818831282	0.5647454189109549	0.001128281055796961
45	0.8507007956504822	0.030517191283780436	0.00013018677284439847	0.4779302475936079	0.0011786221096104852
50	0.42591336369514465	0.03680828918505234	0.00014005472298462865	0.533814729903253	0.001171792543311147
