tipo_dado,metrica,valor,nc,epochs,seed
synthetic,MAE,786.41064453125,30,50,9511785669927640435
synthetic,RMSE,2080.401283406641,30,50,9511785669927640435
real+synthetic,R²,-0.15785205364227295,30,50,9511785669927640435
real+synthetic,MAE,1045.3287353515625,30,50,9511785669927640435
real+synthetic,RMSE,2968.9078800124466,30,50,9511785669927640435
real,R²,-0.10090112686157227,30,50,13918054895805592796
real,MAE,2219.59423828125,30,50,13918054895805592796
real,RMSE,2910.986258985088,30,50,13918054895805592796
synthetic,R²,0.37598317861557007,30,50,13918054895805592796
synthetic,MAE,605.6931762695312,30,50,13918054895805592796
synthetic,RMSE,1622.364632257496,30,50,13918054895805592796
real+synthetic,R²,0.425071120262146,30,50,13918054895805592796
real+synthetic,MAE,739.1918334960938,30,50,13918054895805592796
real+synthetic,RMSE,2092.075046455074,30,50,13918054895805592796
real,R²,-1.4424660205841064,30,100,5484577498230211419
real,MAE,3826.227294921875,30,100,5484577498230211419
real,RMSE,4335.910054417642,30,100,5484577498230211419
synthetic,R²,0.04760420322418213,30,100,5484577498230211419
synthetic,MAE,715.656005859375,30,100,5484577498230211419
synthetic,RMSE,2004.2830388944571,30,100,5484577498230211419
real+synthetic,R²,0.16444772481918335,30,100,5484577498230211419
real+synthetic,MAE,856.103759765625,30,100,5484577498230211419
real+synthetic,RMSE,2522.0692892940115,30,100,5484577498230211419
real,R²,-2.1671712398529053,30,100,16102964387918721301
real,MAE,4240.06689453125,30,100,16102964387918721301
real,RMSE,4937.439214815712,30,100,16102964387918721301
synthetic,R²,-0.47093677520751953,30,100,16102964387918721301
synthetic,MAE,911.3272705078125,30,100,16102964387918721301
synthetic,RMSE,2490.848550193287,30,100,16102964387918721301
real+synthetic,R²,-0.5809251070022583,30,100,16102964387918721301
real+synthetic,MAE,1182.435546875,30,100,16102964387918721301
real+synthetic,RMSE,3469.1720914362263,30,100,16102964387918721301
real,R²,-1.8376376628875732,30,100,76307268096554175
real,MAE,3994.74609375,30,100,76307268096554175
real,RMSE,4673.523724129364,30,100,76307268096554175
synthetic,R²,-0.43885672092437744,30,100,76307268096554175
synthetic,MAE,907.6473388671875,30,100,76307268096554175
synthetic,RMSE,2463.536989777097,30,100,76307268096554175
real+synthetic,R²,-0.5529874563217163,30,100,76307268096554175
real+synthetic,MAE,1182.04248046875,30,100,76307268096554175
real+synthetic,RMSE,3438.3823231281303,30,100,76307268096554175
real,R²,-4.334751129150391,30,100,9304274807555629152
real,MAE,5480.62255859375,30,100,9304274807555629152
real,RMSE,6408.008426960751,30,100,9304274807555629152
synthetic,R²,-0.3591066598892212,30,100,9304274807555629152
synthetic,MAE,865.961669921875,30,100,9304274807555629152
synthetic,RMSE,2394.291857731634,30,100,9304274807555629152
real+synthetic,R²,-0.24261772632598877,30,100,9304274807555629152
real+synthetic,MAE,1072.8470458984375,30,100,9304274807555629152
real+synthetic,RMSE,3075.6644810512084,30,100,9304274807555629152
real,R²,-0.5843536853790283,30,150,15421162487265216759
real,MAE,2985.729736328125,30,150,15421162487265216759
real,RMSE,3492.143324664668,30,150,15421162487265216759
synthetic,R²,-0.1967374086380005,30,150,15421162487265216759
synthetic,MAE,777.4402465820312,30,150,15421162487265216759
synthetic,RMSE,2246.724059603226,30,150,15421162487265216759
real+synthetic,R²,-0.09845471382141113,30,150,15421162487265216759
real+synthetic,MAE,941.4868774414062,30,150,15421162487265216759
real+synthetic,RMSE,2891.753447304939,30,150,15421162487265216759
real,R²,-5.000927925109863,30,150,4940574149020250916
real,MAE,5814.27197265625,30,150,4940574149020250916
real,RMSE,6796.341368707137,30,150,4940574149020250916
synthetic,R²,-0.3457828760147095,30,150,4940574149020250916
synthetic,MAE,866.891357421875,30,150,4940574149020250916
synthetic,RMSE,2382.5269148532193,30,150,4940574149020250916
real+synthetic,R²,-0.26888489723205566,30,150,4940574149020250916
real+synthetic,MAE,1075.084228515625,30,150,4940574149020250916
real+synthetic,RMSE,3108.002091376388,30,150,4940574149020250916
real,R²,-4.603294849395752,30,150,14620320137205466372
real,MAE,5680.08642578125,30,150,14620320137205466372
real,RMSE,6567.3129969569745,30,150,14620320137205466372
synthetic,R²,-0.37364447116851807,30,150,14620320137205466372
synthetic,MAE,863.1373291015625,30,150,14620320137205466372
synthetic,RMSE,2407.0632521809644,30,150,14620320137205466372
real+synthetic,R²,-0.2888450622558594,30,150,14620320137205466372
real+synthetic,MAE,1071.9761962890625,30,150,14620320137205466372
real+synthetic,RMSE,3132.3518320903863,30,150,14620320137205466372
real,R²,-5.940352439880371,30,150,4997426644243584739
real,MAE,6387.91943359375,30,150,4997426644243584739
real,RMSE,7308.979408918868,30,150,4997426644243584739
synthetic,R²,-0.6019735336303711,30,150,4997426644243584739
synthetic,MAE,945.2014770507812,30,150,4997426644243584739
synthetic,RMSE,2599.4291681059517,30,150,4997426644243584739
real+synthetic,R²,-0.5279181003570557,30,150,4997426644243584739
real+synthetic,MAE,1175.730224609375,30,150,4997426644243584739
real+synthetic,RMSE,3410.5171162156626,30,150,4997426644243584739
real,R²,-0.19508421421051025,30,200,4056564535196602589
real,MAE,2403.33544921875,30,200,4056564535196602589
real,RMSE,3032.949884188659,30,200,4056564535196602589
synthetic,R²,0.3928682804107666,30,200,4056564535196602589
synthetic,MAE,587.8425903320312,30,200,4056564535196602589
synthetic,RMSE,1600.2645093858703,30,200,4056564535196602589
real+synthetic,R²,0.4293232560157776,30,200,4056564535196602589
real+synthetic,MAE,726.8836059570312,30,200,4056564535196602589
real+synthetic,RMSE,2084.3242310158944,30,200,4056564535196602589
real,R²,-0.005053281784057617,30,200,1408437950249409317
real,MAE,2204.222900390625,30,200,1408437950249409317
real,RMSE,2781.38122162353,30,200,1408437950249409317
synthetic,R²,0.36555248498916626,30,200,1408437950249409317
synthetic,MAE,613.0018310546875,30,200,1408437950249409317
synthetic,RMSE,1635.867736096045,30,200,1408437950249409317
real+synthetic,R²,0.4024791121482849,30,200,1408437950249409317
real+synthetic,MAE,758.009033203125,30,200,1408437950249409317
real+synthetic,RMSE,2132.7832754408028,30,200,1408437950249409317
real,R²,-0.1402517557144165,30,200,17795656636511049825
real,MAE,2619.77099609375,30,200,17795656636511049825
real,RMSE,2962.5546408463083,30,200,17795656636511049825
synthetic,R²,-0.11187434196472168,30,200,17795656636511049825
synthetic,MAE,795.3574829101562,30,200,17795656636511049825
synthetic,RMSE,2165.5996859992383,30,200,17795656636511049825
real+synthetic,R²,-0.1848229169845581,30,200,17795656636511049825
real+synthetic,MAE,1034.5355224609375,30,200,17795656636511049825
real+synthetic,RMSE,3003.2875320222006,30,200,17795656636511049825
real,R²,0.10847848653793335,30,200,5823803009541349929
real,MAE,2330.728271484375,30,200,5823803009541349929
real,RMSE,2619.5813596832604,30,200,5823803009541349929
synthetic,R²,0.2167608141899109,30,200,5823803009541349929
