record_type,metric_table,run_section,artifact_name,metric_key,value,value_type,source_file,status,section_type,epoch,step,tag,metric_name
section_status,section,strategy_tht_run,run,status,ok,str,outputs/save_data/ryc/tht_tripgen_20260212_234749,ok,run,,,,
section_file,section,strategy_tht_run,run,file.size_bytes,4096,int,outputs/save_data/ryc/tht_tripgen_20260212_234749,ok,run,,,,
section_file,section,strategy_tht_run,run,file.sha256,,str,outputs/save_data/ryc/tht_tripgen_20260212_234749,ok,run,,,,
section_metric,metrics,strategy_tht_run,run,run_dir,outputs/save_data/ryc/tht_tripgen_20260212_234749,str,outputs/save_data/ryc/tht_tripgen_20260212_234749,ok,run,,,,
section_metric,metrics,strategy_tht_run,run,run_name,tht_tripgen_20260212_234749,str,outputs/save_data/ryc/tht_tripgen_20260212_234749,ok,run,,,,
section_metric,metrics,strategy_tht_run,run,model_type,tht_tripgen,str,outputs/save_data/ryc/tht_tripgen_20260212_234749,ok,run,,,,
section_metric,metrics,strategy_tht_run,run,config.THT_EPOCHS,30,int,outputs/save_data/ryc/tht_tripgen_20260212_234749,ok,run,,,,
section_metric,metrics,strategy_tht_run,run,config.THT_BATCH_SIZE,4096,int,outputs/save_data/ryc/tht_tripgen_20260212_234749,ok,run,,,,
section_metric,metrics,strategy_tht_run,run,config.THT_LR,0.0003,float,outputs/save_data/ryc/tht_tripgen_20260212_234749,ok,run,,,,
section_metric,metrics,strategy_tht_run,run,config.THT_WEIGHT_DECAY,0.0,float,outputs/save_data/ryc/tht_tripgen_20260212_234749,ok,run,,,,
section_metric,metrics,strategy_tht_run,run,config.THT_GRAD_CLIP_NORM,2.0,float,outputs/save_data/ryc/tht_tripgen_20260212_234749,ok,run,,,,
section_metric,metrics,strategy_tht_run,run,config.PATIENCE,8,int,outputs/save_data/ryc/tht_tripgen_20260212_234749,ok,run,,,,
section_metric,metrics,strategy_tht_run,run,config.MIN_DELTA,0.0001,float,outputs/save_data/ryc/tht_tripgen_20260212_234749,ok,run,,,,
section_metric,metrics,strategy_tht_run,run,config.THT_USE_PASSENGER_COUNT,True,bool,outputs/save_data/ryc/tht_tripgen_20260212_234749,ok,run,,,,
section_metric,metrics,strategy_tht_run,run,config.THT_USE_TOTAL_AMOUNT,True,bool,outputs/save_data/ryc/tht_tripgen_20260212_234749,ok,run,,,,
section_metric,metrics,strategy_tht_run,run,config.THT_COND_EMB_DIM,16,int,outputs/save_data/ryc/tht_tripgen_20260212_234749,ok,run,,,,
section_metric,metrics,strategy_tht_run,run,config.THT_TIME_EMB_DIM,16,int,outputs/save_data/ryc/tht_tripgen_20260212_234749,ok,run,,,,
section_metric,metrics,strategy_tht_run,run,config.THT_ORIGIN_EMB_DIM,32,int,outputs/save_data/ryc/tht_tripgen_20260212_234749,ok,run,,,,
section_metric,metrics,strategy_tht_run,run,config.THT_MODEL_HIDDEN,256,int,outputs/save_data/ryc/tht_tripgen_20260212_234749,ok,run,,,,
section_metric,metrics,strategy_tht_run,run,config.THT_MODEL_LAYERS,3,int,outputs/save_data/ryc/tht_tripgen_20260212_234749,ok,run,,,,
section_metric,metrics,strategy_tht_run,run,config.THT_MODEL_DROPOUT,0.1,float,outputs/save_data/ryc/tht_tripgen_20260212_234749,ok,run,,,,
section_status,section,strategy_tht_checkpoint,checkpoint,status,ok,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/tht_tripgen.pt,ok,checkpoint,,,,
section_file,section,strategy_tht_checkpoint,checkpoint,file.size_bytes,11514481,int,outputs/save_data/ryc/tht_tripgen_20260212_234749/tht_tripgen.pt,ok,checkpoint,,,,
section_file,section,strategy_tht_checkpoint,checkpoint,file.sha256,d572ea12e8d3601e7d06639cce2109f116db97a3039b81857b2a18f8bdcc7a2b,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/tht_tripgen.pt,ok,checkpoint,,,,
section_metric,metrics,strategy_tht_checkpoint,checkpoint,epoch,30,int,outputs/save_data/ryc/tht_tripgen_20260212_234749/tht_tripgen.pt,ok,checkpoint,,,,
section_metric,metrics,strategy_tht_checkpoint,checkpoint,payload_keys[0],epoch,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/tht_tripgen.pt,ok,checkpoint,,,,
section_metric,metrics,strategy_tht_checkpoint,checkpoint,payload_keys[1],meta,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/tht_tripgen.pt,ok,checkpoint,,,,
section_metric,metrics,strategy_tht_checkpoint,checkpoint,payload_keys[2],metrics,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/tht_tripgen.pt,ok,checkpoint,,,,
section_metric,metrics,strategy_tht_checkpoint,checkpoint,payload_keys[3],model_state,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/tht_tripgen.pt,ok,checkpoint,,,,
section_metric,metrics,strategy_tht_checkpoint,checkpoint,payload_keys[4],optimizer_state,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/tht_tripgen.pt,ok,checkpoint,,,,
section_metric,metrics,strategy_tht_checkpoint,checkpoint,has_model_state,True,bool,outputs/save_data/ryc/tht_tripgen_20260212_234749/tht_tripgen.pt,ok,checkpoint,,,,
section_metric,metrics,strategy_tht_checkpoint,checkpoint,has_optimizer_state,True,bool,outputs/save_data/ryc/tht_tripgen_20260212_234749/tht_tripgen.pt,ok,checkpoint,,,,
section_metric,metrics,strategy_tht_checkpoint,checkpoint,meta.num_zones,262,int,outputs/save_data/ryc/tht_tripgen_20260212_234749/tht_tripgen.pt,ok,checkpoint,,,,
section_metric,metrics,strategy_tht_checkpoint,checkpoint,meta.num_time_bins,24,int,outputs/save_data/ryc/tht_tripgen_20260212_234749/tht_tripgen.pt,ok,checkpoint,,,,
section_metric,metrics,strategy_tht_checkpoint,checkpoint,meta.conditional_cardinalities.dow_idx,6,int,outputs/save_data/ryc/tht_tripgen_20260212_234749/tht_tripgen.pt,ok,checkpoint,,,,
section_metric,metrics,strategy_tht_checkpoint,checkpoint,meta.zone_embeddings_source,Ecomb,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/tht_tripgen.pt,ok,checkpoint,,,,
section_metric,metrics,strategy_tht_checkpoint,checkpoint,meta.zone_embeddings_dim,128,int,outputs/save_data/ryc/tht_tripgen_20260212_234749/tht_tripgen.pt,ok,checkpoint,,,,
section_metric,metrics,strategy_tht_checkpoint,checkpoint,meta.zone_embeddings_path,outputs/topology_cache/Ecomb.pt,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/tht_tripgen.pt,ok,checkpoint,,,,
section_metric,metrics,strategy_tht_checkpoint,checkpoint,meta.cond_emb_dim,16,int,outputs/save_data/ryc/tht_tripgen_20260212_234749/tht_tripgen.pt,ok,checkpoint,,,,
section_metric,metrics,strategy_tht_checkpoint,checkpoint,meta.time_emb_dim,16,int,outputs/save_data/ryc/tht_tripgen_20260212_234749/tht_tripgen.pt,ok,checkpoint,,,,
section_metric,metrics,strategy_tht_checkpoint,checkpoint,meta.origin_emb_dim,32,int,outputs/save_data/ryc/tht_tripgen_20260212_234749/tht_tripgen.pt,ok,checkpoint,,,,
section_metric,metrics,strategy_tht_checkpoint,checkpoint,meta.context_mlp_hidden,256,int,outputs/save_data/ryc/tht_tripgen_20260212_234749/tht_tripgen.pt,ok,checkpoint,,,,
section_metric,metrics,strategy_tht_checkpoint,checkpoint,meta.context_mlp_layers,3,int,outputs/save_data/ryc/tht_tripgen_20260212_234749/tht_tripgen.pt,ok,checkpoint,,,,
section_metric,metrics,strategy_tht_checkpoint,checkpoint,meta.dropout,0.1,float,outputs/save_data/ryc/tht_tripgen_20260212_234749/tht_tripgen.pt,ok,checkpoint,,,,
section_metric,metrics,strategy_tht_checkpoint,checkpoint,meta.destination_head_type,embedding_softmax,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/tht_tripgen.pt,ok,checkpoint,,,,
section_metric,metrics,strategy_tht_checkpoint,checkpoint,meta.hybrid_residual_hidden,128,int,outputs/save_data/ryc/tht_tripgen_20260212_234749/tht_tripgen.pt,ok,checkpoint,,,,
section_metric,metrics,strategy_tht_checkpoint,checkpoint,meta.hybrid_residual_weight_init,1.0,float,outputs/save_data/ryc/tht_tripgen_20260212_234749/tht_tripgen.pt,ok,checkpoint,,,,
section_metric,metrics,strategy_tht_checkpoint,checkpoint,meta.use_passenger_count,True,bool,outputs/save_data/ryc/tht_tripgen_20260212_234749/tht_tripgen.pt,ok,checkpoint,,,,
section_metric,metrics,strategy_tht_checkpoint,checkpoint,meta.passenger_cardinality,10,int,outputs/save_data/ryc/tht_tripgen_20260212_234749/tht_tripgen.pt,ok,checkpoint,,,,
section_metric,metrics,strategy_tht_checkpoint,checkpoint,meta.use_total_amount,True,bool,outputs/save_data/ryc/tht_tripgen_20260212_234749/tht_tripgen.pt,ok,checkpoint,,,,
section_metric,metrics,strategy_tht_checkpoint,checkpoint,meta.total_amount_sigma_floor,0.0001,float,outputs/save_data/ryc/tht_tripgen_20260212_234749/tht_tripgen.pt,ok,checkpoint,,,,
section_metric,metrics,strategy_tht_checkpoint,checkpoint,meta.min_r_eps,1e-06,float,outputs/save_data/ryc/tht_tripgen_20260212_234749/tht_tripgen.pt,ok,checkpoint,,,,
section_metric,metrics,strategy_tht_checkpoint,checkpoint,meta.residual_num_layers,5,int,outputs/save_data/ryc/tht_tripgen_20260212_234749/tht_tripgen.pt,ok,checkpoint,,,,
section_metric,metrics,strategy_tht_checkpoint,checkpoint,meta.residual_num_bins,8,int,outputs/save_data/ryc/tht_tripgen_20260212_234749/tht_tripgen.pt,ok,checkpoint,,,,
section_metric,metrics,strategy_tht_checkpoint,checkpoint,meta.residual_context_hidden,256,int,outputs/save_data/ryc/tht_tripgen_20260212_234749/tht_tripgen.pt,ok,checkpoint,,,,
section_metric,metrics,strategy_tht_checkpoint,checkpoint,meta.residual_min_bin_width,0.001,float,outputs/save_data/ryc/tht_tripgen_20260212_234749/tht_tripgen.pt,ok,checkpoint,,,,
section_metric,metrics,strategy_tht_checkpoint,checkpoint,meta.residual_min_bin_height,0.001,float,outputs/save_data/ryc/tht_tripgen_20260212_234749/tht_tripgen.pt,ok,checkpoint,,,,
section_metric,metrics,strategy_tht_checkpoint,checkpoint,meta.residual_min_deriv,0.001,float,outputs/save_data/ryc/tht_tripgen_20260212_234749/tht_tripgen.pt,ok,checkpoint,,,,
section_metric,metrics,strategy_tht_checkpoint,checkpoint,meta.residual_eps,1e-06,float,outputs/save_data/ryc/tht_tripgen_20260212_234749/tht_tripgen.pt,ok,checkpoint,,,,
section_metric,metrics,strategy_tht_checkpoint,checkpoint,metrics.best_val,11.737275123596191,float,outputs/save_data/ryc/tht_tripgen_20260212_234749/tht_tripgen.pt,ok,checkpoint,,,,
section_metric,metrics,strategy_tht_checkpoint,checkpoint,state_keys[0],epoch,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/tht_tripgen.pt,ok,checkpoint,,,,
section_metric,metrics,strategy_tht_checkpoint,checkpoint,state_keys[1],meta,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/tht_tripgen.pt,ok,checkpoint,,,,
section_metric,metrics,strategy_tht_checkpoint,checkpoint,state_keys[2],metrics,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/tht_tripgen.pt,ok,checkpoint,,,,
section_metric,metrics,strategy_tht_checkpoint,checkpoint,state_keys[3],model_state,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/tht_tripgen.pt,ok,checkpoint,,,,
section_metric,metrics,strategy_tht_checkpoint,checkpoint,state_keys[4],optimizer_state,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/tht_tripgen.pt,ok,checkpoint,,,,
section_status,section,strategy_tht_mappings,mappings,status,invalid,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/mappings_tht_tripgen.json,invalid,mappings,,,,
section_file,section,strategy_tht_mappings,mappings,file.size_bytes,3064,int,outputs/save_data/ryc/tht_tripgen_20260212_234749/mappings_tht_tripgen.json,invalid,mappings,,,,
section_file,section,strategy_tht_mappings,mappings,file.sha256,4566d3501019e6bd17a242b6eec36d2d5ca96d92be1008c1312cbf164b327a3c,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/mappings_tht_tripgen.json,invalid,mappings,,,,
section_metric,metrics,strategy_tht_mappings,mappings,error,'list' object has no attribute 'items',str,outputs/save_data/ryc/tht_tripgen_20260212_234749/mappings_tht_tripgen.json,invalid,mappings,,,,
section_status,section,strategy_tht_loss,loss,status,ok,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/loss_tht_tripgen.csv,ok,loss,,,,
section_file,section,strategy_tht_loss,loss,file.size_bytes,8396,int,outputs/save_data/ryc/tht_tripgen_20260212_234749/loss_tht_tripgen.csv,ok,loss,,,,
section_file,section,strategy_tht_loss,loss,file.sha256,a164c6cea77ff6108b8a322d795675673e7e4bc5d6287db6dc2bd594261b6163,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/loss_tht_tripgen.csv,ok,loss,,,,
section_metric,metrics,strategy_tht_loss,loss,rows,30,int,outputs/save_data/ryc/tht_tripgen_20260212_234749/loss_tht_tripgen.csv,ok,loss,,,,
section_metric,metrics,strategy_tht_loss,loss,columns[0],epoch,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/loss_tht_tripgen.csv,ok,loss,,,,
section_metric,metrics,strategy_tht_loss,loss,columns[1],train_nll_total,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/loss_tht_tripgen.csv,ok,loss,,,,
section_metric,metrics,strategy_tht_loss,loss,columns[2],train_nll_h,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/loss_tht_tripgen.csv,ok,loss,,,,
section_metric,metrics,strategy_tht_loss,loss,columns[3],train_nll_o,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/loss_tht_tripgen.csv,ok,loss,,,,
section_metric,metrics,strategy_tht_loss,loss,columns[4],train_nll_d,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/loss_tht_tripgen.csv,ok,loss,,,,
section_metric,metrics,strategy_tht_loss,loss,columns[5],train_nll_r,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/loss_tht_tripgen.csv,ok,loss,,,,
section_metric,metrics,strategy_tht_loss,loss,columns[6],train_nll_passenger,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/loss_tht_tripgen.csv,ok,loss,,,,
section_metric,metrics,strategy_tht_loss,loss,columns[7],train_nll_total_amount,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/loss_tht_tripgen.csv,ok,loss,,,,
section_metric,metrics,strategy_tht_loss,loss,columns[8],val_nll_total,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/loss_tht_tripgen.csv,ok,loss,,,,
section_metric,metrics,strategy_tht_loss,loss,columns[9],val_nll_h,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/loss_tht_tripgen.csv,ok,loss,,,,
section_metric,metrics,strategy_tht_loss,loss,columns[10],val_nll_o,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/loss_tht_tripgen.csv,ok,loss,,,,
section_metric,metrics,strategy_tht_loss,loss,columns[11],val_nll_d,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/loss_tht_tripgen.csv,ok,loss,,,,
section_metric,metrics,strategy_tht_loss,loss,columns[12],val_nll_r,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/loss_tht_tripgen.csv,ok,loss,,,,
section_metric,metrics,strategy_tht_loss,loss,columns[13],val_nll_passenger,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/loss_tht_tripgen.csv,ok,loss,,,,
section_metric,metrics,strategy_tht_loss,loss,columns[14],val_nll_total_amount,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/loss_tht_tripgen.csv,ok,loss,,,,
section_metric,metrics,strategy_tht_loss,loss,first.epoch,1.0,float,outputs/save_data/ryc/tht_tripgen_20260212_234749/loss_tht_tripgen.csv,ok,loss,,,,
section_metric,metrics,strategy_tht_loss,loss,first.train_nll_total,13.024033546447754,float,outputs/save_data/ryc/tht_tripgen_20260212_234749/loss_tht_tripgen.csv,ok,loss,,,,
section_metric,metrics,strategy_tht_loss,loss,first.train_nll_h,3.064527750015259,float,outputs/save_data/ryc/tht_tripgen_20260212_234749/loss_tht_tripgen.csv,ok,loss,,,,
section_metric,metrics,strategy_tht_loss,loss,first.train_nll_o,3.8793299198150635,float,outputs/save_data/ryc/tht_tripgen_20260212_234749/loss_tht_tripgen.csv,ok,loss,,,,
section_metric,metrics,strategy_tht_loss,loss,first.train_nll_d,4.152364253997803,float,outputs/save_data/ryc/tht_tripgen_20260212_234749/loss_tht_tripgen.csv,ok,loss,,,,
section_metric,metrics,strategy_tht_loss,loss,first.train_nll_r,0.006088691763579845,float,outputs/save_data/ryc/tht_tripgen_20260212_234749/loss_tht_tripgen.csv,ok,loss,,,,
section_metric,metrics,strategy_tht_loss,loss,first.train_nll_passenger,0.8311333656311035,float,outputs/save_data/ryc/tht_tripgen_20260212_234749/loss_tht_tripgen.csv,ok,loss,,,,
section_metric,metrics,strategy_tht_loss,loss,first.train_nll_total_amount,1.0905920267105103,float,outputs/save_data/ryc/tht_tripgen_20260212_234749/loss_tht_tripgen.csv,ok,loss,,,,
section_metric,metrics,strategy_tht_loss,loss,first.val_nll_total,12.462056159973145,float,outputs/save_data/ryc/tht_tripgen_20260212_234749/loss_tht_tripgen.csv,ok,loss,,,,
section_metric,metrics,strategy_tht_loss,loss,first.val_nll_h,2.9895029067993164,float,outputs/save_data/ryc/tht_tripgen_20260212_234749/loss_tht_tripgen.csv,ok,loss,,,,
section_metric,metrics,strategy_tht_loss,loss,first.val_nll_o,3.786299705505371,float,outputs/save_data/ryc/tht_tripgen_20260212_234749/loss_tht_tripgen.csv,ok,loss,,,,
section_metric,metrics,strategy_tht_loss,loss,first.val_nll_d,3.9712467193603516,float,outputs/save_data/ryc/tht_tripgen_20260212_234749/loss_tht_tripgen.csv,ok,loss,,,,
section_metric,metrics,strategy_tht_loss,loss,first.val_nll_r,0.0004621068073902279,float,outputs/save_data/ryc/tht_tripgen_20260212_234749/loss_tht_tripgen.csv,ok,loss,,,,
section_metric,metrics,strategy_tht_loss,loss,first.val_nll_passenger,0.7568913102149963,float,outputs/save_data/ryc/tht_tripgen_20260212_234749/loss_tht_tripgen.csv,ok,loss,,,,
section_metric,metrics,strategy_tht_loss,loss,first.val_nll_total_amount,0.9576523900032043,float,outputs/save_data/ryc/tht_tripgen_20260212_234749/loss_tht_tripgen.csv,ok,loss,,,,
section_metric,metrics,strategy_tht_loss,loss,last.epoch,30.0,float,outputs/save_data/ryc/tht_tripgen_20260212_234749/loss_tht_tripgen.csv,ok,loss,,,,
section_metric,metrics,strategy_tht_loss,loss,last.train_nll_total,11.750235557556152,float,outputs/save_data/ryc/tht_tripgen_20260212_234749/loss_tht_tripgen.csv,ok,loss,,,,
section_metric,metrics,strategy_tht_loss,loss,last.train_nll_h,2.9746997356414795,float,outputs/save_data/ryc/tht_tripgen_20260212_234749/loss_tht_tripgen.csv,ok,loss,,,,
section_metric,metrics,strategy_tht_loss,loss,last.train_nll_o,3.789320707321167,float,outputs/save_data/ryc/tht_tripgen_20260212_234749/loss_tht_tripgen.csv,ok,loss,,,,
section_metric,metrics,strategy_tht_loss,loss,last.train_nll_d,3.8417134284973145,float,outputs/save_data/ryc/tht_tripgen_20260212_234749/loss_tht_tripgen.csv,ok,loss,,,,
section_metric,metrics,strategy_tht_loss,loss,last.train_nll_r,-0.004241333343088627,float,outputs/save_data/ryc/tht_tripgen_20260212_234749/loss_tht_tripgen.csv,ok,loss,,,,
section_metric,metrics,strategy_tht_loss,loss,last.train_nll_passenger,0.766552209854126,float,outputs/save_data/ryc/tht_tripgen_20260212_234749/loss_tht_tripgen.csv,ok,loss,,,,
section_metric,metrics,strategy_tht_loss,loss,last.train_nll_total_amount,0.38219237327575684,float,outputs/save_data/ryc/tht_tripgen_20260212_234749/loss_tht_tripgen.csv,ok,loss,,,,
section_metric,metrics,strategy_tht_loss,loss,last.val_nll_total,11.737275123596191,float,outputs/save_data/ryc/tht_tripgen_20260212_234749/loss_tht_tripgen.csv,ok,loss,,,,
section_metric,metrics,strategy_tht_loss,loss,last.val_nll_h,2.9785587787628174,float,outputs/save_data/ryc/tht_tripgen_20260212_234749/loss_tht_tripgen.csv,ok,loss,,,,
section_metric,metrics,strategy_tht_loss,loss,last.val_nll_o,3.7817916870117188,float,outputs/save_data/ryc/tht_tripgen_20260212_234749/loss_tht_tripgen.csv,ok,loss,,,,
section_metric,metrics,strategy_tht_loss,loss,last.val_nll_d,3.838168144226074,float,outputs/save_data/ryc/tht_tripgen_20260212_234749/loss_tht_tripgen.csv,ok,loss,,,,
section_metric,metrics,strategy_tht_loss,loss,last.val_nll_r,-0.003481832332909107,float,outputs/save_data/ryc/tht_tripgen_20260212_234749/loss_tht_tripgen.csv,ok,loss,,,,
section_metric,metrics,strategy_tht_loss,loss,last.val_nll_passenger,0.7473950386047363,float,outputs/save_data/ryc/tht_tripgen_20260212_234749/loss_tht_tripgen.csv,ok,loss,,,,
section_metric,metrics,strategy_tht_loss,loss,last.val_nll_total_amount,0.39484360814094543,float,outputs/save_data/ryc/tht_tripgen_20260212_234749/loss_tht_tripgen.csv,ok,loss,,,,
section_status,section,strategy_tht_scalars,scalars,status,ok,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/logs/scalars.csv,ok,scalars,,,,
section_file,section,strategy_tht_scalars,scalars,file.size_bytes,40294,int,outputs/save_data/ryc/tht_tripgen_20260212_234749/logs/scalars.csv,ok,scalars,,,,
section_file,section,strategy_tht_scalars,scalars,file.sha256,8fc3fdfbb80a95d43057e6c5ea1bf7656ebb451c51ed5af266bfa505d1289641,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/logs/scalars.csv,ok,scalars,,,,
section_metric,metrics,strategy_tht_scalars,scalars,rows,960,int,outputs/save_data/ryc/tht_tripgen_20260212_234749/logs/scalars.csv,ok,scalars,,,,
section_metric,metrics,strategy_tht_scalars,scalars,n_tags,56,int,outputs/save_data/ryc/tht_tripgen_20260212_234749/logs/scalars.csv,ok,scalars,,,,
section_metric,metrics,strategy_tht_scalars,scalars,first_step,1,int,outputs/save_data/ryc/tht_tripgen_20260212_234749/logs/scalars.csv,ok,scalars,,,,
section_metric,metrics,strategy_tht_scalars,scalars,last_step,30,int,outputs/save_data/ryc/tht_tripgen_20260212_234749/logs/scalars.csv,ok,scalars,,,,
section_metric,metrics,strategy_tht_scalars,scalars,tags[0],flow/layer_logdet_mean_0,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/logs/scalars.csv,ok,scalars,,,,
section_metric,metrics,strategy_tht_scalars,scalars,tags[1],flow/layer_logdet_mean_1,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/logs/scalars.csv,ok,scalars,,,,
section_metric,metrics,strategy_tht_scalars,scalars,tags[2],flow/layer_logdet_mean_2,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/logs/scalars.csv,ok,scalars,,,,
section_metric,metrics,strategy_tht_scalars,scalars,tags[3],flow/layer_logdet_mean_3,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/logs/scalars.csv,ok,scalars,,,,
section_metric,metrics,strategy_tht_scalars,scalars,tags[4],flow/layer_logdet_mean_4,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/logs/scalars.csv,ok,scalars,,,,
section_metric,metrics,strategy_tht_scalars,scalars,tags[5],flow/layer_logdet_std_0,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/logs/scalars.csv,ok,scalars,,,,
section_metric,metrics,strategy_tht_scalars,scalars,tags[6],flow/layer_logdet_std_1,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/logs/scalars.csv,ok,scalars,,,,
section_metric,metrics,strategy_tht_scalars,scalars,tags[7],flow/layer_logdet_std_2,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/logs/scalars.csv,ok,scalars,,,,
section_metric,metrics,strategy_tht_scalars,scalars,tags[8],flow/layer_logdet_std_3,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/logs/scalars.csv,ok,scalars,,,,
section_metric,metrics,strategy_tht_scalars,scalars,tags[9],flow/layer_logdet_std_4,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/logs/scalars.csv,ok,scalars,,,,
section_metric,metrics,strategy_tht_scalars,scalars,tags[10],metrics/day_of_week_chi2,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/logs/scalars.csv,ok,scalars,,,,
section_metric,metrics,strategy_tht_scalars,scalars,tags[11],metrics/day_of_week_jsd,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/logs/scalars.csv,ok,scalars,,,,
section_metric,metrics,strategy_tht_scalars,scalars,tags[12],metrics/dropoff_id_chi2,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/logs/scalars.csv,ok,scalars,,,,
section_metric,metrics,strategy_tht_scalars,scalars,tags[13],metrics/dropoff_id_jsd,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/logs/scalars.csv,ok,scalars,,,,
section_metric,metrics,strategy_tht_scalars,scalars,tags[14],metrics/hour_of_day_chi2,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/logs/scalars.csv,ok,scalars,,,,
section_metric,metrics,strategy_tht_scalars,scalars,tags[15],metrics/hour_of_day_jsd,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/logs/scalars.csv,ok,scalars,,,,
section_metric,metrics,strategy_tht_scalars,scalars,tags[16],metrics/joint_chi2,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/logs/scalars.csv,ok,scalars,,,,
section_metric,metrics,strategy_tht_scalars,scalars,tags[17],metrics/joint_coverage_real,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/logs/scalars.csv,ok,scalars,,,,
section_metric,metrics,strategy_tht_scalars,scalars,tags[18],metrics/joint_coverage_synth,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/logs/scalars.csv,ok,scalars,,,,
section_metric,metrics,strategy_tht_scalars,scalars,tags[19],metrics/joint_invalid_ratio,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/logs/scalars.csv,ok,scalars,,,,
section_metric,metrics,strategy_tht_scalars,scalars,tags[20],metrics/joint_jsd,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/logs/scalars.csv,ok,scalars,,,,
section_metric,metrics,strategy_tht_scalars,scalars,tags[21],metrics/joint_mode_dropping_ratio,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/logs/scalars.csv,ok,scalars,,,,
section_metric,metrics,strategy_tht_scalars,scalars,tags[22],metrics/joint_unique_real,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/logs/scalars.csv,ok,scalars,,,,
section_metric,metrics,strategy_tht_scalars,scalars,tags[23],metrics/joint_unique_synth,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/logs/scalars.csv,ok,scalars,,,,
section_metric,metrics,strategy_tht_scalars,scalars,tags[24],metrics/n_real,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/logs/scalars.csv,ok,scalars,,,,
section_metric,metrics,strategy_tht_scalars,scalars,tags[25],metrics/n_synth,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/logs/scalars.csv,ok,scalars,,,,
section_metric,metrics,strategy_tht_scalars,scalars,tags[26],metrics/od_chi2,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/logs/scalars.csv,ok,scalars,,,,
section_metric,metrics,strategy_tht_scalars,scalars,tags[27],metrics/od_coverage_real,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/logs/scalars.csv,ok,scalars,,,,
section_metric,metrics,strategy_tht_scalars,scalars,tags[28],metrics/od_coverage_synth,str,outputs/save_data/ryc/tht_tripgen_20260212_234749/logs/scalars.csv,ok,scalars,,,,
